Cartera,Subdirección,Zona,Sucursal,Corte,Plazo,Suma de Monto,Capital,Interes,Total,Tasa de Ganancia,Vales
Viva Vale,Pacifico,Mazatlan,La Cruz,07/06/2026,14,2552000,2552000,1576707,4128707,61.78%,345
Viva Vale,Pacifico,Mazatlan,Mazatlán Centro,07/06/2026,14,1761000,1761000,1075486,2836486,61.07%,239
Viva Vale,Pacifico,Sinaloa Centro,Culiacán Centro,07/06/2026,14,6460000,6460000,3977824,10437824,61.58%,910
Viva Vale,Pacifico,Sinaloa Sur 1,El Dorado,07/06/2026,14,1174000,1174000,731098,1905098,62.27%,158
Viva Vale,Pacifico,Sinaloa Sur 1,Navolato,07/06/2026,14,1353000,1353000,820546,2173546,60.65%,199
Viva Vale,Sureste,Tabasco Centro,Macuspana,07/06/2026,14,147000,147000,90143,237143,61.32%,18
Viva Vale,Sureste,Tabasco Centro,Teapa,07/06/2026,14,719000,719000,429858,1148858,59.79%,80
Viva Vale,Sureste,Tabasco Centro,Villahermosa,07/06/2026,14,6099000,6099000,3836171,9935171,62.90%,849
Viva Vale,Sureste,Tabasco Norte,Cardenas 2,07/06/2026,14,10250000,10250000,6454915,16704915,62.97%,1412
Viva Vale,Sureste,Tabasco Norte,Comalcalco,07/06/2026,14,1278000,1278000,812290,2090290,63.56%,167
Viva Vale,Sureste,Tabasco Norte,Paraiso,07/06/2026,14,2552000,2552000,1613502,4165502,63.22%,342
Viva Vale,Sureste,Veracruz Centro,Cordoba,07/06/2026,14,3976000,3976000,2528212,6504212,63.59%,538
Viva Vale,Sureste,Veracruz Centro,Orizaba,07/06/2026,14,5790000,5790000,3646161,9436161,62.97%,756
Viva Vale,Sureste,Veracruz Norte,Poza Rica 2,07/06/2026,14,1794000,1794000,1088465,2882465,60.67%,196
Viva Vale,Sureste,Veracruz Norte,Tuxpan,07/06/2026,14,6610000,6610000,4218498,10828498,63.82%,807
Viva Vale,Sureste,Veracruz Sur,Acayucan,07/06/2026,14,1000000,1000000,626146,1626146,62.61%,129
Viva Vale,Sureste,Veracruz Sur,Coatzacoalcos 2,07/06/2026,14,7806000,7806000,4946098,12752098,63.36%,1042
Viva Vale,Sureste,Veracruz Sur,Minatitlán,07/06/2026,14,3925000,3925000,2473676,6398676,63.02%,561
Vale Amigo,Baja Sonora Norte,Baja Norte,Ensenada,22/06/2026,14,27777000,27777000,17399097,45176097,62.64%,3557
Vale Amigo,Baja Sonora Norte,Baja Norte,Rosarito,22/06/2026,14,7842000,7842000,4881300,12723300,62.25%,1083
Vale Amigo,Baja Sonora Norte,Baja Norte,San Quintin,22/06/2026,14,666000,666000,426743,1092743,64.08%,88
Vale Amigo,Baja Sonora Norte,Baja Norte,Tecate,22/06/2026,14,5554000,5554000,3549081,9103081,63.90%,671
Vale Amigo,Baja Sonora Norte,Baja Norte,Tijuana,22/06/2026,14,22287000,22287000,14127283,36414283,63.39%,2878
Vale Amigo,Baja Sonora Norte,Baja Norte,Tijuana 2,22/06/2026,14,12580000,12580000,7976631,20556631,63.41%,1649
Vale Amigo,Baja Sonora Norte,Mexicali,Mexicali,22/06/2026,14,8596000,8596000,5421797,14017797,63.07%,1163
Vale Amigo,Baja Sonora Norte,Mexicali,Puerto Peñasco,22/06/2026,14,8308000,8308000,5213350,13521350,62.75%,1041
Vale Amigo,Baja Sonora Norte,Mexicali,San Luis Rio Colorado,22/06/2026,14,17764000,17764000,11263779,29027779,63.41%,2403
Vale Amigo,Bajio,Digital Tecuala,Rosa Morada Digital,22/06/2026,14,292000,292000,179446,471446,61.45%,43
Vale Amigo,Bajio,Digital Tecuala,Ruiz Digital,22/06/2026,14,272000,272000,169689,441689,62.39%,43
Vale Amigo,Bajio,Digital Tecuala,Tecuala Digital,22/06/2026,14,162000,162000,100835,262835,62.24%,19
Vale Amigo,Bajio,Digital Tecuala,Tuxpan Nayarit Digital,22/06/2026,14,225000,225000,141956,366956,63.09%,33
Vale Amigo,Bajio,Durango,Durango,22/06/2026,14,28864000,28864000,17829492,46693492,61.77%,3793
Vale Amigo,Bajio,Durango,El Salto,22/06/2026,14,3067000,3067000,1934184,5001184,63.06%,404
Vale Amigo,Bajio,Morelia,Celaya,22/06/2026,14,26919000,26919000,16824337,43743337,62.50%,3561
Vale Amigo,Bajio,Morelia,Ejecutivo Patzcuaro,22/06/2026,14,50000,50000,32461,82461,64.92%,6
Vale Amigo,Bajio,Morelia,Irapuato,22/06/2026,14,10752000,10752000,6753486,17505486,62.81%,1434
Vale Amigo,Bajio,Morelia,Morelia,22/06/2026,14,31053000,31053000,19394663,50447663,62.46%,4093
Vale Amigo,Bajio,Morelia,Uruapan,22/06/2026,14,24835000,24835000,15493366,40328366,62.39%,3280
Vale Amigo,Bajio,Santiago Papasquiaro Digital,Santiago Papasquiaro Digital,22/06/2026,14,805000,805000,510212,1315212,63.38%,114
Vale Amigo,Bajio,Sinaloa Sur 2,Acaponeta,22/06/2026,14,430000,430000,264455,694455,61.50%,48
Vale Amigo,Bajio,Sinaloa Sur 2,Escuinapa,22/06/2026,14,1971000,1971000,1180069,3151069,59.87%,191
Vale Amigo,Bajio,Sinaloa Sur 2,Santiago Ixcuintla,22/06/2026,14,426000,426000,260314,686314,61.11%,49
Vale Amigo,Bajio,Tepic,Compostela,22/06/2026,14,4814000,4814000,2988744,7802744,62.08%,682
Vale Amigo,Bajio,Tepic,Ixtlan del Rio Digital,22/06/2026,14,5000,5000,2994,7994,59.88%,1
Vale Amigo,Bajio,Tepic,Mezcales,22/06/2026,14,9773000,9773000,6150568,15923568,62.93%,1287
Vale Amigo,Bajio,Tepic,Tepic,22/06/2026,14,16653000,16653000,10252904,26905904,61.57%,2062
Vale Amigo,Bajio,Tepic,Vallarta,22/06/2026,14,12880000,12880000,8139628,21019628,63.20%,1650
Vale Amigo,Bajio,Zacatecas,Fresnillo,22/06/2026,14,13823000,13823000,8624648,22447648,62.39%,1829
Vale Amigo,Bajio,Zacatecas,Jerez,22/06/2026,14,16172000,16172000,10154441,26326441,62.79%,2237
Vale Amigo,Bajio,Zacatecas,Rio Grande,22/06/2026,14,11779000,11779000,7365634,19144634,62.53%,1378
Vale Amigo,Bajio,Zacatecas,Zacatecas,22/06/2026,14,22301000,22301000,13942755,36243755,62.52%,2856
Vale Amigo,CERRADA,CERRADA,CERRADA,22/06/2026,14,1440000,1440000,903394,2343394,62.74%,200
Vale Amigo,Chihuahua,Chihuahua Centro,Chihuahua Centro,22/06/2026,14,30988000,30988000,19278994,50266994,62.21%,4353
Vale Amigo,Chihuahua,Chihuahua Centro,Cuauhtemoc,22/06/2026,14,19032000,19032000,12005950,31037950,63.08%,2604
Vale Amigo,Chihuahua,Chihuahua Centro,Parral,22/06/2026,14,12098000,12098000,7567754,19665754,62.55%,1636
Vale Amigo,Chihuahua,Chihuahua Norte,Casas Grandes,22/06/2026,14,20630000,20630000,13092938,33722938,63.47%,2854
Vale Amigo,Chihuahua,Chihuahua Norte,Cd. Juárez,22/06/2026,14,59289000,59289000,37119232,96408232,62.61%,8182
Vale Amigo,Chihuahua,Chihuahua Norte,Cd. Juárez 2,22/06/2026,14,18303000,18303000,11526724,29829724,62.98%,2464
Vale Amigo,Chihuahua,Chihuahua Sur,Camargo,22/06/2026,14,18616000,18616000,11792060,30408060,63.34%,2504
Vale Amigo,Chihuahua,Chihuahua Sur,Delicias,22/06/2026,14,23720000,23720000,14644242,38364242,61.74%,3421
Vale Amigo,Chihuahua,Chihuahua Sur,Jimenez,22/06/2026,14,13343000,13343000,8268575,21611575,61.97%,1891
Vale Amigo,Chihuahua,Chihuahua Sur,Meoqui,22/06/2026,14,17765000,17765000,11073502,28838502,62.33%,2479
Vale Amigo,Digital Suroeste,Digital Chiapas,Comitan Digital,22/06/2026,14,348000,348000,222571,570571,63.96%,46
Vale Amigo,Digital Suroeste,Digital Chiapas,Tonala Digital,22/06/2026,14,314000,314000,191926,505926,61.12%,41
Vale Amigo,Digital Suroeste,Digital Chiapas,Villa Flores Digital,22/06/2026,14,207000,207000,133036,340036,64.27%,28
Vale Amigo,Digital Suroeste,Digital Guerrero,Acapulco Digital,22/06/2026,14,313000,313000,198363,511363,63.37%,43
Vale Amigo,Digital Suroeste,Digital Guerrero,Chilpancingo Digital,22/06/2026,14,282000,282000,178363,460363,63.25%,38
Vale Amigo,Digital Suroeste,Digital Guerrero,Coyuca de Benitez Digital,22/06/2026,14,289000,289000,183915,472915,63.64%,41
Vale Amigo,Digital Suroeste,Digital Guerrero,Iguala Digital,22/06/2026,14,104000,104000,66832,170832,64.26%,14
Vale Amigo,Digital Suroeste,Digital Oaxaca,Ixtepec Digital,22/06/2026,14,2151000,2151000,1370283,3521283,63.70%,287
Vale Amigo,Digital Suroeste,Digital Oaxaca,Juchitan Digital,22/06/2026,14,1388000,1388000,889520,2277520,64.09%,183
Vale Amigo,Digital Suroeste,Digital Oaxaca,Matias Romero Digital,22/06/2026,14,117000,117000,75825,192825,64.81%,15
Vale Amigo,Digital Suroeste,Digital Oaxaca,Tehuantepec Digital,22/06/2026,14,598000,598000,385218,983218,64.42%,79
Vale Amigo,Digital Suroeste,Digital Oaxaca Costa,Pinotepa Nacional Digital,22/06/2026,14,306000,306000,194144,500144,63.45%,44
Vale Amigo,Digital Suroeste,Digital Oaxaca Costa,Puerto Escondido Digital,22/06/2026,14,75000,75000,46970,121970,62.63%,12
Vale Amigo,Digital Suroeste,Digital Oaxaca Costa,Salina Cruz Digital,22/06/2026,14,326000,326000,208514,534514,63.96%,45
Vale Amigo,Noreste,Coahuila,Guadalupe Victoria,22/06/2026,14,4743000,4743000,3026671,7769671,63.81%,610
Vale Amigo,Noreste,Coahuila,Parras,22/06/2026,14,5039000,5039000,3182766,8221766,63.16%,671
Vale Amigo,Noreste,Coahuila,San Pedro,22/06/2026,14,9229000,9229000,5821574,15050574,63.08%,1248
Vale Amigo,Noreste,Coahuila Norte,Acuña,22/06/2026,14,26909000,26909000,17144049,44053049,63.71%,3206
Vale Amigo,Noreste,Coahuila Norte,Monclova,22/06/2026,14,10541000,10541000,6426211,16967211,60.96%,1075
Vale Amigo,Noreste,Coahuila Norte,Piedras Negras,22/06/2026,14,20199000,20199000,12790471,32989471,63.32%,2583
Vale Amigo,Noreste,Digital San Luis,Cd Mante Digital,22/06/2026,14,2711000,2711000,1730438,4441438,63.83%,362
Vale Amigo,Noreste,Digital San Luis,Cd Victoria Digital,22/06/2026,14,1723000,1723000,1096858,2819858,63.66%,230
Vale Amigo,Noreste,Digital San Luis,San Luis Potosi Digital,22/06/2026,14,1102000,1102000,700498,1802498,63.57%,144
Vale Amigo,Noreste,Reynosa Digital,Matamoros Digital,22/06/2026,14,30000,30000,19225,49225,64.08%,4
Vale Amigo,Noreste,Reynosa Digital,Reynosa Digital,22/06/2026,14,25000,25000,15432,40432,61.73%,4
Vale Amigo,Noreste,Saltillo/Nuevo Leon,Cadereyta,22/06/2026,14,8580000,8580000,5451660,14031660,63.54%,1100
Vale Amigo,Noreste,Saltillo/Nuevo Leon,Linares,22/06/2026,14,4449000,4449000,2773375,7222375,62.34%,519
Vale Amigo,Noreste,Saltillo/Nuevo Leon,Saltillo,22/06/2026,14,6164000,6164000,3828538,9992538,62.11%,873
Vale Amigo,Noreste,San Luis,Ciudad Valles,22/06/2026,14,204000,204000,132154,336154,64.78%,23
Vale Amigo,Noreste,San Luis,Matehuala,22/06/2026,14,13048000,13048000,8157547,21205547,62.52%,1754
Vale Amigo,Noreste,Tamaulipas,Altamira,22/06/2026,14,13956000,13956000,8723384,22679384,62.51%,1638
Vale Amigo,Noreste,Tamaulipas,Tampico Norte,22/06/2026,14,16098000,16098000,9931836,26029836,61.70%,1999
Vale Amigo,Noreste,Tampico,Tampico Centro,22/06/2026,14,14639000,14639000,8981964,23620964,61.36%,1544
Vale Amigo,Noreste,Tampico,Tampico Madero,22/06/2026,14,13083000,13083000,8072147,21155147,61.70%,1629
Vale Amigo,Pacifico,Digital Baja Sur,Loreto Digital,22/06/2026,14,1431000,1431000,904830,2335830,63.23%,205
Vale Amigo,Pacifico,Digital Baja Sur,Santa Rosalia Digital,22/06/2026,14,1480000,1480000,938310,2418310,63.40%,204
Vale Amigo,Pacifico,Digital Baja Sur,Vizcaino Digital,22/06/2026,14,161000,161000,103072,264072,64.02%,22
Vale Amigo,Pacifico,Digital Sonora Norte 2,Cananea Digital,22/06/2026,14,7654000,7654000,4803056,12457056,62.75%,1041
Vale Amigo,Pacifico,Digital Sonora Norte 2,Imuris Digital,22/06/2026,14,6496000,6496000,4114885,10610885,63.34%,832
Vale Amigo,Pacifico,Digital Sonora Norte 2,Nogales,22/06/2026,14,23017000,23017000,14590304,37607304,63.39%,2928
Vale Amigo,Pacifico,Digital Sonora Norte 2,Santa Ana Digital,22/06/2026,14,6058000,6058000,3824851,9882851,63.14%,811
Vale Amigo,Pacifico,La Paz 1,La Paz,22/06/2026,14,39004000,39004000,24127892,63131892,61.86%,4839
Vale Amigo,Pacifico,La Paz 1,La Paz 2,22/06/2026,14,37435000,37435000,23138147,60573147,61.81%,4722
Vale Amigo,Pacifico,La Paz 2,Cd.Constitución,22/06/2026,14,22285000,22285000,14105754,36390754,63.30%,2948
Vale Amigo,Pacifico,La Paz 2,La Paz 3,22/06/2026,14,11340000,11340000,7015486,18355486,61.86%,1383
Vale Amigo,Pacifico,La Paz 2,La Paz 4,22/06/2026,14,27000,27000,17017,44017,63.03%,4
Vale Amigo,Pacifico,Los Cabos,Cabo San Lucas,22/06/2026,14,2468000,2468000,1521498,3989498,61.65%,263
Vale Amigo,Pacifico,Los Cabos,San Jose Del Cabo,22/06/2026,14,1048000,1048000,648266,1696266,61.86%,110
Vale Amigo,Pacifico,Mazatlan,La Cruz,22/06/2026,14,8364000,8364000,5243594,13607594,62.69%,1046
Vale Amigo,Pacifico,Mazatlan,Mazatlán Centro,22/06/2026,14,9563000,9563000,5837713,15400713,61.04%,1086
Vale Amigo,Pacifico,Mazatlan,Rosario,22/06/2026,14,6281000,6281000,3912973,10193973,62.30%,721
Vale Amigo,Pacifico,Obregon,Obregón Centro 1,22/06/2026,14,40854000,40854000,25105298,65959298,61.45%,5591
Vale Amigo,Pacifico,Obregon,Obregón Esperanza,22/06/2026,14,17229000,17229000,10563582,27792582,61.31%,2373
Vale Amigo,Pacifico,Obregon,Obregón Perisur,22/06/2026,14,31513000,31513000,19308459,50821459,61.27%,4398
Vale Amigo,Pacifico,Sinaloa Centro,Culiacán Centro,22/06/2026,14,23979000,23979000,14881031,38860031,62.06%,3073
Vale Amigo,Pacifico,Sinaloa Centro,Culiacán San Isidro,22/06/2026,14,30177000,30177000,18653482,48830482,61.81%,3985
Vale Amigo,Pacifico,Sinaloa Centro,Guamuchil,22/06/2026,14,16997000,16997000,10523557,27520557,61.91%,2339
Vale Amigo,Pacifico,Sinaloa Sur 1,Costa Rica,22/06/2026,14,21417000,21417000,13484851,34901851,62.96%,2847
Vale Amigo,Pacifico,Sinaloa Sur 1,El Dorado,22/06/2026,14,12219000,12219000,7670855,19889855,62.78%,1645
Vale Amigo,Pacifico,Sinaloa Sur 1,Navolato,22/06/2026,14,15997000,15997000,9734422,25731422,60.85%,2256
Vale Amigo,Pacifico,Sonora Centro,Empalme,22/06/2026,14,24240000,24240000,15013059,39253059,61.94%,3158
Vale Amigo,Pacifico,Sonora Centro,Guaymas,22/06/2026,14,26656000,26656000,16516680,43172680,61.96%,3472
Vale Amigo,Pacifico,Sonora Centro,Hermosillo,22/06/2026,14,34761000,34761000,21690580,56451580,62.40%,4540
Vale Amigo,Pacifico,Sonora Centro,Hermosillo Digital,22/06/2026,14,40000,40000,26012,66012,65.03%,5
Vale Amigo,Pacifico,Sonora Norte 1,Caborca,22/06/2026,14,32437000,32437000,20026755,52463755,61.74%,4536
Vale Amigo,Pacifico,Sonora Norte 1,Magdalena,22/06/2026,14,23553000,23553000,14880620,38433620,63.18%,3157
Vale Amigo,Pacifico,Sonora Sur,Huatabampo,22/06/2026,14,17607000,17607000,10890182,28497182,61.85%,2391
Vale Amigo,Pacifico,Sonora Sur,Navojoa,22/06/2026,14,26434000,26434000,16209663,42643663,61.32%,3769
Vale Amigo,Por Asignar,Por Asignar,Por Asignar,22/06/2026,14,3290000,3290000,2013331,5303331,61.20%,507
Vale Amigo,Sureste,Digital Veracruz Norte,Huachinango Digital,22/06/2026,14,159000,159000,101485,260485,63.83%,22
Vale Amigo,Sureste,Digital Veracruz Norte,Martínez de la Torre Digital,22/06/2026,14,2838000,2838000,1804174,4642174,63.57%,375
Vale Amigo,Sureste,Digital Veracruz Norte,Papantla Digital,22/06/2026,14,351000,351000,222448,573448,63.38%,48
Vale Amigo,Sureste,Digital Veracruz Norte,Veracruz Digital,22/06/2026,14,782000,782000,503406,1285406,64.37%,102
Vale Amigo,Sureste,Tabasco Centro,Macuspana,22/06/2026,14,754000,754000,464418,1218418,61.59%,85
Vale Amigo,Sureste,Tabasco Centro,Teapa,22/06/2026,14,1415000,1415000,858937,2273937,60.70%,145
Vale Amigo,Sureste,Tabasco Centro,Villahermosa,22/06/2026,14,10737000,10737000,6705424,17442424,62.45%,1426
Vale Amigo,Sureste,Tabasco Centro,Villahermosa 2,22/06/2026,14,2708000,2708000,1690781,4398781,62.44%,331
Vale Amigo,Sureste,Tabasco Norte,Cardenas,22/06/2026,14,20249000,20249000,12533828,32782828,61.90%,2670
Vale Amigo,Sureste,Tabasco Norte,Comalcalco,22/06/2026,14,7769000,7769000,4837699,12606699,62.27%,937
Vale Amigo,Sureste,Tabasco Norte,Paraiso,22/06/2026,14,3048000,3048000,1883600,4931600,61.80%,379
Vale Amigo,Sureste,Veracruz Centro,Cordoba,22/06/2026,14,17527000,17527000,11012154,28539154,62.83%,2360
Vale Amigo,Sureste,Veracruz Centro,Orizaba,22/06/2026,14,15035000,15035000,9334731,24369731,62.09%,1929
Vale Amigo,Sureste,Veracruz Norte,Poza Rica,22/06/2026,14,6930000,6930000,4227488,11157488,61.00%,775
Vale Amigo,Sureste,Veracruz Norte,Tuxpan,22/06/2026,14,11616000,11616000,7238235,18854235,62.31%,1386
Vale Amigo,Sureste,Veracruz Sur,Acayucan,22/06/2026,14,7362000,7362000,4573374,11935374,62.12%,993
Vale Amigo,Sureste,Veracruz Sur,Coatzacoalcos,22/06/2026,14,24983000,24983000,15553346,40536346,62.26%,3149
Vale Amigo,Sureste,Veracruz Sur,Minatitlán,22/06/2026,14,9699000,9699000,6059479,15758479,62.48%,1302
Vale Amigo,Sureste,Veracruz Sur,San Andres Tuxtla Digital,22/06/2026,14,46000,46000,29630,75630,64.41%,6
Viva Vale,Bajio,Morelia,Celaya,22/06/2026,14,1148000,1148000,701386,1849386,61.10%,148
Viva Vale,Bajio,Morelia,Morelia,22/06/2026,14,6820000,6820000,4275000,11095000,62.68%,927
Viva Vale,Bajio,Morelia,Uruapan,22/06/2026,14,2878000,2878000,1790674,4668674,62.22%,385
Viva Vale,Bajio,Sinaloa Sur 2,Escuinapa,22/06/2026,14,1680000,1680000,1043098,2723098,62.09%,221
Viva Vale,Bajio,Tepic,Tepic,22/06/2026,14,3921000,3921000,2445286,6366286,62.36%,536
Viva Vale,Chihuahua,Chihuahua Centro,Chihuahua Centro,22/06/2026,14,4244000,4244000,2549465,6793465,60.07%,650
Viva Vale,Chihuahua,Chihuahua Centro,Cuauhtemoc,22/06/2026,14,10552000,10552000,6646445,17198445,62.99%,1460
Viva Vale,Chihuahua,Chihuahua Centro,Parral,22/06/2026,14,4228000,4228000,2578382,6806382,60.98%,610
Viva Vale,Chihuahua,Chihuahua Norte,Casas Grandes,22/06/2026,14,13559000,13559000,8577925,22136925,63.26%,1890
Viva Vale,Chihuahua,Chihuahua Norte,Cd. Juárez 2,22/06/2026,14,9509000,9509000,6026203,15535203,63.37%,1327
Viva Vale,Chihuahua,Chihuahua Sur,Camargo,22/06/2026,14,6554000,6554000,4030775,10584775,61.50%,972
Viva Vale,Chihuahua,Chihuahua Sur,Delicias,22/06/2026,14,7362000,7362000,4527113,11889113,61.49%,1105
Viva Vale,Chihuahua,Chihuahua Sur,Jimenez,22/06/2026,14,5937000,5937000,3621790,9558790,61.00%,827
Viva Vale,Chihuahua,Chihuahua Sur,Meoqui,22/06/2026,14,3835000,3835000,2325100,6160100,60.63%,584
Viva Vale,Noreste,Coahuila Norte,Monclova,22/06/2026,14,3639000,3639000,2283184,5922184,62.74%,417
Viva Vale,Noreste,Saltillo/Nuevo Leon,Cadereyta,22/06/2026,14,6636000,6636000,4151273,10787273,62.56%,941
Viva Vale,Noreste,Saltillo/Nuevo Leon,Saltillo,22/06/2026,14,1378000,1378000,840794,2218794,61.02%,201
Viva Vale,Noreste,San Luis,Ciudad Valles,22/06/2026,14,411000,411000,260181,671181,63.30%,50
Viva Vale,Noreste,San Luis,Matehuala,22/06/2026,14,6640000,6640000,4135430,10775430,62.28%,937
Viva Vale,Noreste,Tamaulipas,Altamira,22/06/2026,14,4882000,4882000,3067992,7949992,62.84%,626
Viva Vale,Noreste,Tampico,Tampico Centro,22/06/2026,14,5884000,5884000,3669779,9553779,62.37%,760
Viva Vale,Noreste,Tampico,Tampico Madero,22/06/2026,14,6226000,6226000,3859983,10085983,62.00%,845
Viva Vale,Pacifico,Los Cabos,Cabo San Lucas,22/06/2026,14,1204000,1204000,751766,1955766,62.44%,142
Viva Vale,Pacifico,Los Cabos,San Jose Del Cabo,22/06/2026,14,660000,660000,402880,1062880,61.04%,94
Viva Vale,Pacifico,Mazatlan,La Cruz,22/06/2026,14,2552000,2552000,1576707,4128707,61.78%,345
Viva Vale,Pacifico,Mazatlan,Mazatlán Centro,22/06/2026,14,1761000,1761000,1075486,2836486,61.07%,239
Viva Vale,Pacifico,Sinaloa Centro,Culiacán Centro,22/06/2026,14,6460000,6460000,3977824,10437824,61.58%,910
Viva Vale,Pacifico,Sinaloa Sur 1,El Dorado,22/06/2026,14,1174000,1174000,731098,1905098,62.27%,158
Viva Vale,Pacifico,Sinaloa Sur 1,Navolato,22/06/2026,14,1353000,1353000,820546,2173546,60.65%,199
Viva Vale,Sureste,Tabasco Centro,Macuspana,22/06/2026,14,147000,147000,90143,237143,61.32%,18
Viva Vale,Sureste,Tabasco Centro,Teapa,22/06/2026,14,719000,719000,429858,1148858,59.79%,80
Viva Vale,Sureste,Tabasco Centro,Villahermosa,22/06/2026,14,6099000,6099000,3836171,9935171,62.90%,849
Viva Vale,Sureste,Tabasco Norte,Cardenas 2,22/06/2026,14,10250000,10250000,6454915,16704915,62.97%,1412
Viva Vale,Sureste,Tabasco Norte,Comalcalco,22/06/2026,14,1278000,1278000,812290,2090290,63.56%,167
Viva Vale,Sureste,Tabasco Norte,Paraiso,22/06/2026,14,2552000,2552000,1613502,4165502,63.22%,342
Viva Vale,Sureste,Veracruz Centro,Cordoba,22/06/2026,14,3976000,3976000,2528212,6504212,63.59%,538
Viva Vale,Sureste,Veracruz Centro,Orizaba,22/06/2026,14,5790000,5790000,3646161,9436161,62.97%,756
Viva Vale,Sureste,Veracruz Norte,Poza Rica 2,22/06/2026,14,1794000,1794000,1088465,2882465,60.67%,196
Viva Vale,Sureste,Veracruz Norte,Tuxpan,22/06/2026,14,6610000,6610000,4218498,10828498,63.82%,807
Viva Vale,Sureste,Veracruz Sur,Acayucan,22/06/2026,14,1000000,1000000,626146,1626146,62.61%,129
Viva Vale,Sureste,Veracruz Sur,Coatzacoalcos 2,22/06/2026,14,7806000,7806000,4946098,12752098,63.36%,1042
Viva Vale,Sureste,Veracruz Sur,Minatitlán,22/06/2026,14,3925000,3925000,2473676,6398676,63.02%,561
Vale Amigo,Baja Sonora Norte,Baja Norte,Ensenada,07/04/2026,16,4775000,4775000,3099520,7874520,64.91%,434
Vale Amigo,Baja Sonora Norte,Baja Norte,Rosarito,07/04/2026,16,2154000,2154000,1381478,3535478,64.14%,199
Vale Amigo,Baja Sonora Norte,Baja Norte,San Quintin,07/04/2026,16,35000,35000,19600,54600,56.00%,5
Vale Amigo,Baja Sonora Norte,Baja Norte,Tecate,07/04/2026,16,1062000,1062000,674517,1736517,63.51%,101
Vale Amigo,Baja Sonora Norte,Baja Norte,Tijuana,07/04/2026,16,3790000,3790000,2452234,6242234,64.70%,350
Vale Amigo,Baja Sonora Norte,Baja Norte,Tijuana 2,07/04/2026,16,2638000,2638000,1714808,4352808,65.00%,238
Vale Amigo,Baja Sonora Norte,Mexicali,Mexicali,07/04/2026,16,1952000,1952000,1267398,3219398,64.93%,179
Vale Amigo,Baja Sonora Norte,Mexicali,Puerto Peñasco,07/04/2026,16,562000,562000,360725,922725,64.19%,55
Vale Amigo,Baja Sonora Norte,Mexicali,San Luis Rio Colorado,07/04/2026,16,4180000,4180000,2711531,6891531,64.87%,387
Vale Amigo,Bajio,Digital Tecuala,Rosa Morada Digital,07/04/2026,16,8000,8000,4480,12480,56.00%,1
Vale Amigo,Bajio,Digital Tecuala,Ruiz Digital,07/04/2026,16,14000,14000,7840,21840,56.00%,2
Vale Amigo,Bajio,Digital Tecuala,Tuxpan Nayarit Digital,07/04/2026,16,18000,18000,8320,26320,46.22%,2
Vale Amigo,Bajio,Durango,Durango,07/04/2026,16,3667000,3667000,2387840,6054840,65.12%,330
Vale Amigo,Bajio,Durango,El Salto,07/04/2026,16,512000,512000,328296,840296,64.12%,46
Vale Amigo,Bajio,Morelia,Celaya,07/04/2026,16,3904000,3904000,2515600,6419600,64.44%,369
Vale Amigo,Bajio,Morelia,Irapuato,07/04/2026,16,1360000,1360000,858634,2218634,63.13%,126
Vale Amigo,Bajio,Morelia,Morelia,07/04/2026,16,4576000,4576000,2948560,7524560,64.44%,432
Vale Amigo,Bajio,Morelia,Uruapan,07/04/2026,16,3935000,3935000,2524640,6459640,64.16%,358
Vale Amigo,Bajio,Santiago Papasquiaro Digital,Santiago Papasquiaro Digital,07/04/2026,16,42000,42000,22720,64720,54.10%,5
Vale Amigo,Bajio,Sinaloa Sur 2,Acaponeta,07/04/2026,16,12000,12000,7711,19711,64.26%,1
Vale Amigo,Bajio,Sinaloa Sur 2,Escuinapa,07/04/2026,16,4022000,4022000,2572957,6594957,63.97%,360
Vale Amigo,Bajio,Sinaloa Sur 2,Santiago Ixcuintla,07/04/2026,16,10000,10000,6848,16848,68.48%,1
Vale Amigo,Bajio,Tepic,Compostela,07/04/2026,16,1063000,1063000,687007,1750007,64.63%,97
Vale Amigo,Bajio,Tepic,Mezcales,07/04/2026,16,2112000,2112000,1353990,3465990,64.11%,198
Vale Amigo,Bajio,Tepic,Tepic,07/04/2026,16,1582000,1582000,1030880,2612880,65.16%,141
Vale Amigo,Bajio,Tepic,Vallarta,07/04/2026,16,2960000,2960000,1937818,4897818,65.47%,270
Vale Amigo,Bajio,Zacatecas,Fresnillo,07/04/2026,16,1778000,1778000,1151868,2929868,64.78%,161
Vale Amigo,Bajio,Zacatecas,Jerez,07/04/2026,16,4531000,4531000,2884067,7415067,63.65%,420
Vale Amigo,Bajio,Zacatecas,Rio Grande,07/04/2026,16,4582000,4582000,2947239,7529239,64.32%,403
Vale Amigo,Bajio,Zacatecas,Zacatecas,07/04/2026,16,3836000,3836000,2510320,6346320,65.44%,345
Vale Amigo,CERRADA,CERRADA,CERRADA,07/04/2026,16,16000,16000,8960,24960,56.00%,2
Vale Amigo,Chihuahua,Chihuahua Centro,Chihuahua Centro,07/04/2026,16,6914000,6914000,4413440,11327440,63.83%,653
Vale Amigo,Chihuahua,Chihuahua Centro,Cuauhtemoc,07/04/2026,16,3273000,3273000,2064067,5337067,63.06%,322
Vale Amigo,Chihuahua,Chihuahua Centro,Parral,07/04/2026,16,1965000,1965000,1264693,3229693,64.36%,178
