Sub,Zona,Sucursal,Coordinacion,Marca,Fecha de Corte,Calidad de Cartera H,Colocado PP H,Cartera H,Colocado Neto H,Colocado Neto al Corriente H,Mora H,Distribuidoras Totales H,Distribuidoras al Corriente H,Distribuidoras en Mora H,Clientes Totales H,Clientes al Corriente H,Clientes con H,Var Calidad,Var Colocado Neto,Var Colocado N al Corriente,Var Mora,Var Dist Tot,Var Dist Corriente,Var Dist en Mora,Var Clientes Tot,Var Clientes al Cte,Var H,Recup Calidad,Recup Mora,Recup Dv en Mora
Sureste,Veracruz Sur,Coatzacoalcos,Coatzacoalcos C,Vale Amigo,01/07/2026,78.55%,582794,3352035,3934828,3090670,844158,87,66,21,758,547,14,-1.85%,-54375,-116573,62198,4,2,2,13,-2,0,78.55%,844158.08,21
Sureste,Veracruz Sur,Coatzacoalcos,Coatzacoalcos D,Vale Amigo,01/07/2026,58.77%,418741,1980866,2399607,1410277,989330,54,32,22,473,264,9,-1.71%,15699,-31636,47336,-1,-5,4,5,-3,-4,58.77%,989330.07,22
Sureste,Veracruz Sur,Coatzacoalcos,Coatzacoalcos E,Vale Amigo,01/07/2026,67.68%,632504,3072021,3704525,2507171,1197354,73,50,23,711,449,10,0.28%,132799,99825,32974,0,-1,1,9,9,-6,67.68%,1197353.72,23
Sureste,Veracruz Sur,Coatzacoalcos,Coatzacoalcos F,Vale Amigo,01/07/2026,71.02%,215560,1290778,1506338,1069859,436479,55,37,18,370,229,,-1.24%,140185,82559,57626,4,1,3,40,40,-19,71.02%,436479.13,18
Sureste,Veracruz Sur,Coatzacoalcos 2,Coatzacoalcos 2 A,Viva Vale,01/07/2026,73.21%,791656,4098268,4889924,3579684,1310240,109,83,26,1023,692,24,0.08%,359264,266842,92422,2,0,2,74,45,13,73.21%,1310240.35,26
Sureste,Veracruz Sur,Coatzacoalcos 2,Coatzacoalcos 2 B,Viva Vale,01/07/2026,71.84%,794419,4314579,5108998,3670516,1438482,133,98,35,1108,746,20,-0.01%,170881,122358,48523,4,1,3,24,14,-2,71.84%,1438482,35
Sureste,Veracruz Sur,Coatzacoalcos 2,Coatzacoalcos 2 C,Viva Vale,01/07/2026,65.63%,590741,3147483,3738224,2453567,1284657,121,75,46,877,508,24,-5.66%,233294,-45407,278701,8,-1,9,67,-11,4,65.63%,1284656.85,46
Sureste,Veracruz Sur,Minatitlán,Minatitlan A,Vale Amigo,01/07/2026,57.60%,794846,4750336,5545182,3194159,2351023,135,83,52,1204,710,3,-1.26%,-9509,-75217,65709,2,-1,3,1,-20,0,57.60%,2351023.05,52
Sureste,Veracruz Sur,Minatitlán,Minatitlan B,Vale Amigo,01/07/2026,60.82%,744825,4291293,5036119,3062934,1973184,129,82,47,1066,618,,-1.75%,247219,66370,180849,11,7,4,57,9,,60.82%,1973184.04,47
Sureste,Veracruz Sur,Minatitlán,Minatitlan C,Vale Amigo,01/07/2026,64.11%,700597,3731644,4432241,2841642,1590600,109,73,36,947,566,28,-2.88%,58328,-88610,146938,2,-2,4,16,-14,3,64.11%,1590599.66,36
Sureste,Veracruz Sur,Minatitlán,Minatitlan D,Vale Amigo,01/07/2026,61.53%,1246589,7771922,9018511,5549118,3469392,249,157,92,2152,1243,,-1.42%,417890,135142,282748,10,2,8,99,42,,61.53%,3469392.33,92
Sureste,Veracruz Sur,Minatitlán,Minatitlan E,Vale Amigo,01/07/2026,63.86%,669482,3747797,4417279,2820938,1596341,121,83,38,936,589,,1.03%,388942,289706,99236,8,6,2,66,43,,63.86%,1596341.11,38
Sureste,Veracruz Sur,San Andres Tuxtla Digital,Ejecutivo San Andres Tuxtla A,Vale Amigo,01/07/2026,100.00%,0,97979,97979,97979,,6,6,,20,20,,100.00%,97979,97979,,6,6,,20,20,,100.00%,,
Baja Sonora Norte,Baja Norte,Ensenada,Ensenada A,Vale Amigo,02/07/2026,58.57%,1017768,7062090,8079858,4732000,3347858,95,48,47,1472,681,86,-3.66%,15479,-285939,301418,0,-9,9,6,-47,0,-3.69%,301417.52,9
Baja Sonora Norte,Baja Norte,Ensenada,Ensenada B,Vale Amigo,02/07/2026,46.14%,682151,4032636,4714788,2175267,2539521,102,45,57,938,333,12,-7.19%,-8334,-343615,335281,-1,-9,8,3,-60,-14,-7.56%,333771.66,9
Baja Sonora Norte,Baja Norte,Ensenada,Ensenada C,Vale Amigo,02/07/2026,43.83%,1177656,6438749,7616405,3338487,4277918,179,53,126,1556,585,,-12.24%,-43586,-956917,913331,0,-25,25,13,-145,-22,-12.44%,924102.19,25
Baja Sonora Norte,Baja Norte,Rosarito,Rosarito A,Vale Amigo,02/07/2026,68.42%,922247,4205938,5128186,3508860,1619325,104,53,51,914,542,,-10.16%,-102484,-601569,499085,0,-9,9,-8,-88,,-10.09%,499085,9
Baja Sonora Norte,Baja Norte,Rosarito,Rosarito B,Vale Amigo,02/07/2026,35.66%,920276,4574845,5495121,1959615,3535507,107,35,72,1006,298,17,-17.76%,81211,-932341,1013552,0,-14,14,12,-148,-1,-24.99%,1363217.63,18
Baja Sonora Norte,Baja Norte,San Quintin,Ejecutivo San Quintin A,Vale Amigo,02/07/2026,95.68%,100790,1166634,1267424,1212634,54790,23,22,1,237,223,,-4.32%,103240,48450,54790,-1,-2,1,10,-4,,-4.32%,54790.08,1
Baja Sonora Norte,Baja Norte,Tecate,Tecate A,Vale Amigo,02/07/2026,41.96%,691067,2798226,3489293,1464039,2025254,104,26,78,679,224,21,-7.65%,-37753,-285739,247986,-1,-10,9,-2,-46,7,-7.47%,263226.13,10
Baja Sonora Norte,Baja Norte,Tecate,Tecate B,Vale Amigo,02/07/2026,30.94%,652464,2875582,3528045,1091606,2436439,101,23,78,692,182,,-10.11%,-24825,-366972,342147,-1,-13,12,-10,-67,-5,-12.57%,423780,13
Baja Sonora Norte,Baja Norte,Tijuana,Tijuana A,Vale Amigo,02/07/2026,50.44%,862831,6008453,6871284,3465605,3405679,122,52,70,1358,596,30,-7.33%,-147614,-588770,441155,0,-13,13,-25,-71,-25,-8.37%,552597.96,14
Baja Sonora Norte,Baja Norte,Tijuana,Tijuana B,Vale Amigo,02/07/2026,42.30%,814513,4979904,5794416,2451173,3343244,113,43,70,1192,458,6,-10.00%,11137,-573541,584678,2,-7,9,15,-84,2,-11.75%,641348.24,10
Baja Sonora Norte,Baja Norte,Tijuana,Tijuana C,Vale Amigo,02/07/2026,52.33%,982053,5673852,6655906,3482877,3173029,152,48,104,1344,557,62,-11.00%,18901,-719968,738869,0,-12,12,12,-114,-2,-10.97%,738869.25,12
Baja Sonora Norte,Baja Norte,Tijuana 2,Tijuana 2 A,Vale Amigo,02/07/2026,52.08%,1035231,7121738,8156969,4247826,3909143,122,41,81,1564,677,3,-8.98%,34018,-711979,745997,1,-12,13,12,-127,0,-10.00%,819010.94,15
Baja Sonora Norte,Baja Norte,Tijuana 2,Tijuana 2 B,Vale Amigo,02/07/2026,35.56%,1101015,6106076,7207091,2562642,4644448,174,34,140,1594,416,34,-5.28%,41586,-363477,405063,-1,-12,11,9,-74,32,-8.02%,550732.03,12
Baja Sonora Norte,Mexicali,Mexicali,Mexicali A,Vale Amigo,02/07/2026,46.12%,1550049,7980609,9530658,4395445,5135212,229,82,147,2075,789,50,-9.38%,12663,-887194,899857,3,-19,22,29,-150,10,-10.49%,989012.27,26
Baja Sonora Norte,Mexicali,Puerto Peñasco,Puerto Peñasco A,Vale Amigo,02/07/2026,46.53%,973042,4643121,5616164,2613400,3002764,169,68,101,1312,472,15,-7.53%,45838,-398306,444144,1,-11,12,15,-69,-3,-7.44%,421465.04,14
Baja Sonora Norte,Mexicali,Puerto Peñasco,Puerto Peñasco B,Vale Amigo,02/07/2026,47.98%,828201,4738834,5567035,2670795,2896240,156,70,86,1295,543,,-6.34%,-157441,-438576,281135,2,-10,12,-9,-46,-11,-10.93%,575026.2,17
Baja Sonora Norte,Mexicali,San Luis Rio Colorado,San Luis Rio Colorado A,Vale Amigo,02/07/2026,71.78%,927277,5871571,6798848,4879921,1918927,134,84,50,1244,793,47,-7.36%,-9279,-508065,498786,0,-13,13,14,-102,35,-10.72%,726957.72,21
Baja Sonora Norte,Mexicali,San Luis Rio Colorado,San Luis Rio Colorado B,Vale Amigo,02/07/2026,61.68%,931982,4666289,5598271,3453230,2145041,139,80,59,1131,596,17,-7.53%,-105951,-494998,389047,-2,-18,16,1,-81,-22,-8.06%,441941.2,21
Baja Sonora Norte,Mexicali,San Luis Rio Colorado,San Luis Rio Colorado C,Vale Amigo,02/07/2026,51.05%,694495,4637470,5331964,2721808,2610157,120,58,62,1102,477,14,-9.43%,-4067,-505088,501022,1,-9,10,12,-101,14,-12.79%,649283.15,14
Bajio,Digital Tecuala,Rosa Morada Digital,Ejecutivo Rosa Morada A,Vale Amigo,02/07/2026,45.39%,30527,366679,397206,180288,216918,14,6,8,98,50,,-51.55%,59916,-146664,206580,0,-7,7,7,-39,,-52.01%,206914.29,7
Bajio,Digital Tecuala,Ruiz Digital,Ejecutivo Ruiz A,Vale Amigo,02/07/2026,34.18%,12050,420575,432625,147850,284775,13,3,10,99,31,,-43.30%,74366,-129703,204069,1,-5,6,7,-36,,-58.80%,255085.7,8
Bajio,Digital Tecuala,Tecuala Digital,Ejecutivo Tecuala A,Vale Amigo,02/07/2026,53.81%,415125,1875606,2290731,1232727,1058004,84,37,47,429,206,,-11.03%,24864,-236557,261421,1,-9,10,8,-29,,-17.76%,388155.34,14
Bajio,Digital Tecuala,Tuxpan Nayarit Digital,Ejecutivo Tuxpan Nayarit A,Vale Amigo,02/07/2026,59.33%,33457,409278,442735,262691,180044,15,10,5,117,72,,-34.06%,34048,-119010,153058,0,-4,4,7,-25,,-40.67%,180044,5
Bajio,Durango,Durango,Durango A,Vale Amigo,02/07/2026,56.66%,740737,4470109,5210846,2952227,2258619,131,75,56,1130,589,10,-19.58%,-18186,-1034180,1015994,1,-20,21,24,-151,0,-19.93%,1039636.75,22
Bajio,Durango,Durango,Durango B,Vale Amigo,02/07/2026,43.29%,622452,3510796,4133248,1789431,2343816,102,48,54,886,374,10,-25.97%,-74887,-1125070,1050183,0,-22,22,5,-188,0,-27.90%,1121258.5,27
Bajio,Durango,Durango,Durango C,Vale Amigo,02/07/2026,56.44%,856837,6075097,6931934,3912671,3019263,158,88,70,1576,786,73,-12.51%,46821,-834682,881502,0,-18,18,14,-174,12,-14.14%,985207.72,21
Bajio,Durango,Durango,Durango D,Vale Amigo,02/07/2026,37.84%,692948,4047001,4739949,1793615,2946333,102,35,67,1056,268,59,-6.53%,61417,-282167,343585,1,-10,11,9,-64,0,-10.44%,475957.24,14
Bajio,Durango,Durango,Durango E,Vale Amigo,02/07/2026,41.19%,849645,4598553,5448199,2244290,3203909,138,54,84,1333,441,32,-5.91%,9860,-317127,326987,1,-6,7,9,-72,24,-7.84%,425958.21,11
Bajio,Durango,Durango,Durango F,Vale Amigo,02/07/2026,49.88%,465145,2511016,2976161,1484545,1491616,76,31,45,749,295,15,-7.90%,2056,-233963,236019,1,-7,8,4,-56,0,-9.11%,265452.96,9
Bajio,Durango,El Salto,El Salto A,Vale Amigo,02/07/2026,48.35%,760251,4641319,5401571,2611687,2789884,149,77,72,1219,550,32,-17.30%,56110,-897501,953611,1,-21,22,21,-176,0,-19.99%,1055158.41,24
Bajio,Durango,El Salto,El Salto B,Vale Amigo,02/07/2026,38.98%,964090,4516060,5480150,2135946,3344204,164,59,105,1305,449,,-10.52%,121584,-516110,637694,-2,-15,13,11,-127,-4,-12.29%,676490.31,14
Bajio,Morelia,Celaya,Celaya A,Vale Amigo,02/07/2026,39.98%,823088,5209732,6032820,2412033,3620787,127,53,74,1339,432,71,-18.05%,50462,-1059535,1109998,0,-18,18,22,-191,25,-21.49%,1291944.3,24
Bajio,Morelia,Celaya,Celaya B,Vale Amigo,02/07/2026,49.35%,852151,5603052,6455203,3185451,3269752,123,57,66,1313,548,31,-18.09%,-4768,-1170715,1165947,-1,-22,21,-1,-218,-9,-18.08%,1147530.11,22
Bajio,Morelia,Celaya,Celaya C,Vale Amigo,02/07/2026,34.83%,743704,4529957,5273661,1836911,3436750,118,45,73,1212,395,7,-18.97%,-23283,-1013204,989921,-1,-26,25,-4,-200,0,-19.78%,1039195.97,27
Bajio,Morelia,Celaya,Celaya D,Vale Amigo,02/07/2026,31.27%,638594,3851110,4489704,1403913,3085791,136,47,89,1046,259,25,-17.35%,13584,-772573,786157,1,-18,19,10,-145,7,-21.86%,970568.21,22
Bajio,Morelia,Celaya,Celaya E,Viva Vale,02/07/2026,64.88%,460705,2799944,3260650,2115452,1145197,77,48,29,701,348,78,-5.06%,-201896,-306224,104328,-2,-5,3,-26,-24,-20,-1.77%,42373.31,2
Bajio,Morelia,Ejecutivo Patzcuaro,Ejecutivo Patzcuaro A,Vale Amigo,02/07/2026,100.00%,0,60352,60352,60352,,4,4,,10,10,,0.00%,20926,20926,,3,3,,5,5,,0.00%,,
Bajio,Morelia,Irapuato,Irapuato A,Vale Amigo,02/07/2026,42.15%,694772,3958534,4653307,1961378,2691928,98,40,58,992,317,36,-16.51%,49095,-739616,788711,0,-12,12,14,-124,9,-19.38%,886503.91,16
Bajio,Morelia,Irapuato,Irapuato B,Vale Amigo,02/07/2026,23.73%,424533,2965792,3390326,804674,2585652,69,15,54,787,129,27,-7.23%,-15006,-249905,234898,-1,-5,4,-8,-32,-18,-16.47%,565012,6
Bajio,Morelia,Morelia,Morelia A,Vale Amigo,02/07/2026,35.78%,1233993,7834401,9068395,3244449,5823945,174,71,103,1847,595,34,-21.56%,-30142,-1972812,1942670,-1,-36,35,8,-343,-2,-25.34%,2259530.71,41
Bajio,Morelia,Morelia,Morelia B,Vale Amigo,02/07/2026,34.87%,1028543,6023587,7052129,2459136,4592993,151,55,96,1413,441,32,-32.13%,-74799,-2316274,2241475,-2,-44,42,-26,-412,-26,-33.93%,2359063.88,44
Bajio,Morelia,Morelia,Morelia C,Vale Amigo,02/07/2026,42.63%,795424,5509341,6304765,2687779,3616986,134,49,85,1380,433,122,-17.18%,-66258,-1122523,1056265,0,-18,18,3,-238,66,-22.95%,1389591.6,23
Bajio,Morelia,Morelia,Morelia D,Viva Vale,02/07/2026,46.68%,598823,3957001,4555824,2126501,2429324,103,44,59,978,394,80,-20.90%,-55189,-989349,934160,2,-26,28,14,-162,-11,-22.35%,981234.96,31
Bajio,Morelia,Morelia,Morelia E,Viva Vale,02/07/2026,46.74%,472157,3431433,3903590,1824535,2079055,85,34,51,864,368,22,-17.68%,54747,-654957,709704,2,-13,15,19,-159,19,-22.84%,881560,16
Bajio,Morelia,Uruapan,Uruapan A,Vale Amigo,02/07/2026,45.86%,672023,3363689,4035711,1850785,2184926,86,40,46,764,298,16,-18.02%,71612,-681337,752949,0,-15,15,3,-127,0,-27.32%,1084432.44,21
Bajio,Morelia,Uruapan,Uruapan B,Vale Amigo,02/07/2026,49.05%,761845,4377902,5139747,2520942,2618805,104,57,47,962,421,15,-23.28%,36690,-1169971,1206661,2,-16,18,20,-171,0,-27.08%,1374163.77,22
Bajio,Morelia,Uruapan,Uruapan C,Vale Amigo,02/07/2026,49.05%,522976,2923675,3446651,1690652,1756000,97,43,54,698,293,23,-27.04%,-41977,-963969,921992,1,-22,23,-6,-166,-8,-29.13%,986463.79,24
Bajio,Morelia,Uruapan,Uruapan D,Vale Amigo,02/07/2026,31.00%,527572,2501810,3029383,938995,2090388,76,19,57,642,158,,-25.20%,119450,-696392,815842,2,-9,11,14,-125,,-29.12%,871491.01,12
Bajio,Morelia,Uruapan,Uruapan E,Viva Vale,02/07/2026,53.17%,269060,1881854,2150914,1143665,1007248,35,19,16,431,200,26,-9.23%,16463,-188237,204700,0,-6,6,6,-67,26,-16.73%,352186.08,8
Bajio,Santiago Papasquiaro Digital,Santiago Papasquiaro Digital,Ejecutivo Santiago Papasquiaro A,Vale Amigo,02/07/2026,85.72%,142730,1878466,2021196,1732510,288686,67,54,13,494,403,,-8.12%,135968,-36541,172509,4,-3,7,36,-20,,-9.69%,197161.63,8
Bajio,Sinaloa Sur 2,Acaponeta,Acaponeta A,Vale Amigo,02/07/2026,68.41%,1006858,4579295,5586152,3821261,1764891,134,89,45,973,600,14,-13.40%,-8948,-755829,746882,0,-15,15,-7,-118,-2,-13.62%,736886.09,14
Bajio,Sinaloa Sur 2,Acaponeta,Acaponeta B,Vale Amigo,02/07/2026,61.04%,429521,1784046,2213567,1351100,862467,79,45,34,450,258,2,-15.15%,-36231,-362874,326642,3,-9,12,3,-61,2,-15.95%,335172.2,13
Bajio,Sinaloa Sur 2,Escuinapa,Escuinapa A,Vale Amigo,02/07/2026,46.63%,675260,3856307,4531568,2113288,2418280,125,48,77,857,356,,-21.80%,-10778,-995218,984440,0,-28,28,11,-144,,-22.71%,984440.13,28
Bajio,Sinaloa Sur 2,Escuinapa,Escuinapa B,Vale Amigo,02/07/2026,44.86%,608142,2708049,3316191,1487484,1828707,119,47,72,618,250,4,-19.66%,-6079,-656035,649957,0,-22,22,1,-82,-14,-17.81%,568849.34,19
Bajio,Sinaloa Sur 2,Escuinapa,Escuinapa C,Vale Amigo,02/07/2026,44.25%,563918,2814647,3378564,1494939,1883625,91,39,52,614,228,10,-29.46%,27751,-974739,1002490,0,-21,21,4,-165,2,-33.53%,1105797.86,23
Bajio,Sinaloa Sur 2,Escuinapa,Escuinapa D,Viva Vale,02/07/2026,74.30%,308771,1764581,2073352,1540527,532825,65,46,19,433,288,22,-12.70%,40921,-227781,268702,1,-8,9,3,-43,-4,-13.28%,268702.3,9
Bajio,Sinaloa Sur 2,Escuinapa,Escuinapa E,Viva Vale,02/07/2026,60.59%,407520,2022936,2430456,1472720,957736,68,42,26,484,277,1,-14.13%,-4758,-347037,342280,1,-11,12,3,-73,0,-15.39%,360317.54,14
Bajio,Sinaloa Sur 2,Santiago Ixcuintla,Santiago Ixcuintla A,Vale Amigo,02/07/2026,56.53%,744537,3786459,4530996,2561594,1969402,138,65,73,1047,521,6,-20.12%,7041,-906093,913133,0,-26,26,3,-172,-5,-20.75%,900255.17,25
Bajio,Sinaloa Sur 2,Santiago Ixcuintla,Santiago Ixcuintla B,Vale Amigo,02/07/2026,41.16%,778015,3571008,4349023,1790234,2558788,152,56,96,1072,357,8,-21.42%,-6675,-935932,929256,3,-22,25,-5,-164,-41,-22.74%,977885.68,25
Bajio,Sinaloa Sur 2,Santiago Ixcuintla,Santiago Ixcuintla C,Vale Amigo,02/07/2026,71.66%,27666,276553,304219,217998,86221,30,23,7,102,75,,-26.28%,45038,-35836,80874,2,-4,6,6,-19,,-26.53%,80873.59,6
Bajio,Tepic,Compostela,Compostela A,Vale Amigo,02/07/2026,56.39%,549905,2655551,3205456,1807512,1397944,103,62,41,587,301,19,-34.46%,3339,-1101716,1105055,0,-24,24,4,-170,-7,-34.64%,1105055.31,24
Bajio,Tepic,Ixtlan del Rio,Ixtlan del Rio A,Vale Amigo,02/07/2026,,,,,,,,,,,,,,,,,,,,,,,,,
Bajio,Tepic,Mezcales,Mezcales A,Vale Amigo,02/07/2026,40.99%,602075,3806008,4408082,1807010,2601073,95,33,62,839,259,33,-25.16%,-54179,-1145057,1090878,-3,-23,20,-13,-189,1,-26.76%,1154313.36,21
Bajio,Tepic,Mezcales,Mezcales B,Vale Amigo,02/07/2026,44.88%,664917,4147941,4812858,2159960,2652898,107,33,74,1002,370,,-9.18%,-39002,-463019,424017,0,-11,11,10,-61,,-10.46%,458647.71,12
Bajio,Tepic,Mezcales,Mezcales C,Vale Amigo,02/07/2026,38.55%,617758,3005611,3623370,1396915,2226454,125,36,89,847,246,19,-15.55%,102717,-507987,610704,1,-20,21,16,-110,11,-18.93%,673266.28,23
Bajio,Tepic,Tepic,Tepic A,Vale Amigo,02/07/2026,43.72%,795381,2990749,3786130,1655109,2131020,119,47,72,722,241,12,-25.37%,-22647,-976094,953447,-1,-20,19,4,-164,-3,-25.60%,953446.84,19
Bajio,Tepic,Tepic,Tepic B,Vale Amigo,02/07/2026,52.41%,564518,2934950,3499468,1834067,1665401,90,52,38,645,281,40,-26.71%,18104,-920245,938349,0,-17,17,6,-138,-8,-26.04%,885717.59,16
Bajio,Tepic,Tepic,Tepic C,Vale Amigo,02/07/2026,47.53%,801897,3280821,4082718,1940642,2142075,128,57,71,809,324,6,-15.29%,59830,-586698,646528,0,-17,17,3,-100,-1,-16.22%,653027.79,18
Bajio,Tepic,Tepic,Tepic D,Vale Amigo,02/07/2026,46.33%,868729,3298086,4166816,1930540,2236276,104,36,68,790,276,6,-12.88%,54721,-504355,559076,-1,-13,12,10,-83,0,-13.95%,559076,12
Bajio,Tepic,Tepic,Tepic E,Viva Vale,02/07/2026,49.41%,700629,3914170,4614799,2280188,2334611,131,63,68,961,405,32,-19.78%,45628,-881177,926805,0,-21,21,22,-166,9,-21.12%,975284.29,24
Bajio,Tepic,Vallarta,Vallarta A,Vale Amigo,02/07/2026,43.61%,748468,4278191,5026659,2191895,2834764,104,49,55,910,362,,-24.22%,116361,-1138736,1255097,3,-25,28,27,-194,,-25.68%,1258722.04,29
Bajio,Tepic,Vallarta,Vallarta B,Vale Amigo,02/07/2026,40.28%,701951,3746260,4448211,1791574,2656637,85,41,44,791,302,,-22.85%,-30488,-1035439,1004951,2,-17,19,17,-175,,-26.76%,1130528.55,21
Bajio,Tepic,Vallarta,Vallarta C,Vale Amigo,02/07/2026,45.51%,819957,4390854,5210810,2371498,2839312,87,39,48,981,422,16,-15.45%,176987,-697254,874241,2,-14,16,34,-108,0,-17.33%,874240.82,16
Bajio,Zacatecas,Fresnillo,Fresnillo A,Vale Amigo,02/07/2026,29.56%,748361,3903514,4651875,1374981,3276895,125,41,84,1062,260,17,-17.85%,86881,-789096,875976,3,-18,21,16,-154,-7,-22.31%,1024968.41,23
Bajio,Zacatecas,Fresnillo,Fresnillo B,Vale Amigo,02/07/2026,32.31%,481873,3952232,4434105,1432755,3001350,103,41,62,926,234,47,-29.33%,61178,-1262632,1323811,1,-21,22,13,-201,-36,-27.48%,1208738.1,21
Bajio,Zacatecas,Fresnillo,Fresnillo C,Vale Amigo,02/07/2026,41.51%,761389,3697914,4459303,1850976,2608327,128,37,91,995,296,46,-4.82%,-91675,-257350,165675,0,-11,11,0,-51,13,-11.11%,453014.1,12
Bajio,Zacatecas,Jerez,Jerez A,Vale Amigo,02/07/2026,52.24%,825220,4207423,5032642,2628927,2403715,133,61,72,861,412,9,-23.44%,16829,-1167111,1183941,0,-38,38,11,-158,-5,-25.80%,1274731.44,39
Bajio,Zacatecas,Jerez,Jerez B,Vale Amigo,02/07/2026,41.23%,621708,2974992,3596701,1482887,2113814,115,44,71,675,217,27,-29.16%,49124,-1014195,1063319,3,-29,32,10,-155,-14,-27.74%,985737.25,29
Bajio,Zacatecas,Rio Grande,Rio Grande A,Vale Amigo,02/07/2026,55.35%,737397,3452568,4189965,2319230,1870734,86,49,37,596,335,4,-21.21%,-10020,-896465,886445,1,-19,20,5,-104,0,-22.44%,931150.2,21
Bajio,Zacatecas,Rio Grande,Rio Grande B,Vale Amigo,02/07/2026,65.49%,619393,3384038,4003431,2621987,1381445,86,56,30,629,393,14,-17.21%,29258,-664652,693911,1,-16,17,8,-85,0,-19.49%,773966.85,18
Bajio,Zacatecas,Rio Grande,Rio Grande C,Vale Amigo,02/07/2026,64.07%,659625,3915073,4574698,2930991,1643707,91,49,42,762,455,3,-16.40%,17151,-736607,753759,-1,-19,18,13,-84,-7,-18.38%,826706.15,18
Bajio,Zacatecas,Rio Grande,Rio Grande D,Vale Amigo,02/07/2026,51.55%,642857,2957690,3600547,1855942,1744605,94,44,50,566,233,15,-21.44%,23513,-754699,778212,-1,-18,17,-2,-90,-20,-22.89%,827553.49,17
Bajio,Zacatecas,Zacatecas,Zacatecas A,Vale Amigo,02/07/2026,46.31%,1024466,6021161,7045628,3263103,3782525,163,68,95,1387,573,43,-18.61%,-87493,-1368135,1280642,2,-21,23,1,-216,34,-25.20%,1720530.99,33
Bajio,Zacatecas,Zacatecas,Zacatecas B,Vale Amigo,02/07/2026,48.49%,912565,4718321,5630885,2730274,2900612,125,62,63,1084,459,32,-14.64%,-100951,-887920,786969,-1,-20,19,-18,-130,-23,-14.80%,816763.99,20
Bajio,Zacatecas,Zacatecas,Zacatecas C,Vale Amigo,02/07/2026,37.37%,888877,5257722,6146598,2297136,3849462,162,58,104,1262,350,69,-25.92%,19586,-1580884,1600470,0,-36,36,15,-297,15,-29.24%,1785656.03,39
Bajio,Zacatecas,Zacatecas,Zacatecas D,Vale Amigo,02/07/2026,100.00%,0,41992,41992,41992,,2,2,,8,8,,0.00%,1410,1410,,0,0,,1,1,,0.00%,,
Chihuahua,Chihuahua Centro,Chihuahua Centro,Chihuahua Centro A,Vale Amigo,02/07/2026,31.27%,903203,4700190,5603393,1752293,3851100,154,47,107,1217,299,18,-15.12%,-41400,-866304,824903,0,-21,21,-4,-150,-1,-17.03%,918899.78,24
Chihuahua,Chihuahua Centro,Chihuahua Centro,Chihuahua Centro B,Vale Amigo,02/07/2026,29.42%,909457,4946288,5855745,1722825,4132920,137,42,95,1121,266,35,-26.91%,-664,-1576341,1575677,0,-30,30,-3,-260,0,-30.23%,1730023.57,32
Chihuahua,Chihuahua Centro,Chihuahua Centro,Chihuahua Centro C,Vale Amigo,02/07/2026,34.83%,825218,4493054,5318272,1852497,3465776,138,43,95,1178,363,9,-13.68%,-22807,-738789,715982,0,-13,13,6,-113,0,-17.09%,855751.99,15
Chihuahua,Chihuahua Centro,Chihuahua Centro,Chihuahua Centro D,Vale Amigo,02/07/2026,30.66%,714128,4122370,4836497,1483086,3353411,119,38,81,996,271,5,-22.90%,44866,-1083445,1128312,0,-21,21,12,-198,0,-27.05%,1287330.44,22
Chihuahua,Chihuahua Centro,Chihuahua Centro,Chihuahua E,Viva Vale,02/07/2026,71.43%,543167,1830716,2373883,1695759,678124,90,59,31,512,350,10,-10.24%,-64283,-295486,231203,-3,-12,9,0,-45,2,-17.13%,402805,18
Chihuahua,Chihuahua Centro,Cuauhtemoc,Cuauhtemoc A,Vale Amigo,02/07/2026,45.06%,774076,3152873,3926948,1769461,2157488,128,54,74,818,309,26,-9.42%,-159897,-457137,297240,-1,-11,10,-9,-60,0,-14.16%,480906.61,13
Chihuahua,Chihuahua Centro,Cuauhtemoc,Cuauhtemoc B,Vale Amigo,02/07/2026,33.98%,794036,3175714,3969751,1348999,2620752,148,43,105,858,242,,-10.39%,998,-412029,413028,2,-11,13,0,-66,-9,-14.45%,527737.28,17
Chihuahua,Chihuahua Centro,Cuauhtemoc,Cuauhtemoc C,Vale Amigo,02/07/2026,41.97%,757887,3963965,4721852,1981584,2740268,119,54,65,1050,373,27,-11.39%,-104491,-593401,488910,1,-17,18,-8,-103,-16,-14.17%,612861.83,18
Chihuahua,Chihuahua Centro,Cuauhtemoc,Cuauhtemoc D,Viva Vale,02/07/2026,55.85%,554140,2726380,3280519,1832034,1448485,106,57,49,695,356,4,-13.45%,38928,-414257,453184,0,-14,14,10,-71,-10,-15.73%,497606,14
Chihuahua,Chihuahua Centro,Cuauhtemoc,Cuauhtemoc E,Viva Vale,02/07/2026,78.82%,622829,3191353,3814183,3006234,807948,106,83,23,784,581,38,-6.06%,-22343,-249958,227615,0,-7,7,9,-31,1,-6.53%,234961.37,7
Chihuahua,Chihuahua Centro,Parral,Parral A,Vale Amigo,02/07/2026,29.21%,911392,4481683,5393075,1575111,3817964,154,41,113,1145,293,,-20.54%,-7509,-1111443,1103934,0,-22,22,1,-183,-6,-20.48%,1100800.56,23
