Sub,Zona,Sucursal,Coordinacion,Marca,Fecha de Corte,Calidad de Cartera H,Colocado PP H,Cartera H,Colocado Neto H,Colocado Neto al Corriente H,Mora H,Distribuidoras Totales H,Distribuidoras al Corriente H,Distribuidoras en Mora H,Clientes Totales H,Clientes al Corriente H,Clientes con H,Var Calidad,Var Colocado Neto,Var Colocado N al Corriente,Var Mora,Var Dist Tot,Var Dist Corriente,Var Dist en Mora,Var Clientes Tot,Var Clientes al Cte,Var H,Recup Calidad,Recup Mora,Recup Dv en Mora
Sureste,Veracruz Norte,Poza Rica,Poza Rica D,Vale Amigo,06/06/2026,72.44%,625617,3062418,3688035,2671565,1016470,107,67,40,764,480,27,72.44%,3688035,2671565,1016470,107,67,40,764,480,27,72.44%,1016469.83,40
Sureste,Veracruz Norte,Poza Rica 2,Poza Rica 2 A,Viva Vale,06/06/2026,88.90%,671738,3960770,4632508,4118102,514407,93,79,14,830,692,26,88.90%,4632508,4118102,514407,93,79,14,830,692,26,88.90%,514406.55,14
Sureste,Veracruz Norte,Poza Rica 2,Poza Rica 2 B,Viva Vale,06/06/2026,78.27%,598666,3543953,4142619,3242349,900270,90,76,14,736,528,18,78.27%,4142619,3242349,900270,90,76,14,736,528,18,78.27%,900269.69,14
Sureste,Veracruz Norte,Poza Rica 2,Poza Rica 2 C,Viva Vale,06/06/2026,81.80%,655492,3141550,3797042,3105950,691092,82,62,20,707,478,60,81.80%,3797042,3105950,691092,82,62,20,707,478,60,81.80%,691091.95,20
Sureste,Veracruz Norte,Poza Rica 2,Poza Rica 2 D,Viva Vale,06/06/2026,77.02%,295193,2131745,2426938,1869336,557602,69,47,22,583,402,15,77.02%,2426938,1869336,557602,69,47,22,583,402,15,77.02%,557601.84,22
Sureste,Veracruz Norte,Tuxpan,Tuxpan A,Vale Amigo,06/06/2026,93.71%,488907,2768743,3257650,3052701,204950,84,78,6,489,438,13,93.71%,3257650,3052701,204950,84,78,6,489,438,13,93.71%,204949.53,6
Sureste,Veracruz Norte,Tuxpan,Tuxpan B,Vale Amigo,06/06/2026,88.12%,528046,3385363,3913409,3448375,465034,65,52,13,601,487,29,88.12%,3913409,3448375,465034,65,52,13,601,487,29,88.12%,465034.07,13
Sureste,Veracruz Norte,Tuxpan,Tuxpan C,Vale Amigo,06/06/2026,65.52%,386520,1829816,2216336,1452203,764133,53,39,14,401,256,,65.52%,2216336,1452203,764133,53,39,14,401,256,,65.52%,764133.3,14
Sureste,Veracruz Norte,Tuxpan,Tuxpan D,Viva Vale,06/06/2026,74.13%,528415,2729436,3257850,2415126,842724,77,64,13,560,362,42,74.13%,3257850,2415126,842724,77,64,13,560,362,42,74.13%,842724.47,13
Sureste,Veracruz Norte,Tuxpan,Tuxpan E,Viva Vale,06/06/2026,78.86%,488763,2088665,2577429,2032522,544906,70,54,16,463,337,8,78.86%,2577429,2032522,544906,70,54,16,463,337,8,78.86%,544906.19,16
Sureste,Veracruz Sur,Acayucan,Acayucan A,Vale Amigo,06/06/2026,74.73%,1148956,5382376,6531332,4880862,1650470,179,123,56,1255,879,,74.73%,6531332,4880862,1650470,179,123,56,1255,879,,74.73%,1650469.88,56
Sureste,Veracruz Sur,Acayucan,Acayucan B,Vale Amigo,06/06/2026,65.98%,994934,4723341,5718275,3772910,1945365,191,129,62,1183,745,10,65.98%,5718275,3772910,1945365,191,129,62,1183,745,10,65.98%,1945364.95,62
Sureste,Veracruz Sur,Acayucan,Acayucan C,Viva Vale,06/06/2026,67.22%,503925,2421599,2925525,1966635,958890,112,74,38,655,407,,67.22%,2925525,1966635,958890,112,74,38,655,407,,67.22%,958889.53,38
Sureste,Veracruz Sur,Acayucan,Acayucan D,Viva Vale,06/06/2026,73.72%,488341,2142191,2630532,1939312,691220,96,69,27,572,395,,73.72%,2630532,1939312,691220,96,69,27,572,395,,73.72%,691219.58,27
Sureste,Veracruz Sur,Coatzacoalcos,Coatzacoalcos A,Vale Amigo,06/06/2026,64.48%,869305,5347266,6216570,4008276,2208294,110,78,32,1197,708,47,64.48%,6216570,4008276,2208294,110,78,32,1197,708,47,64.48%,2208294.15,32
Sureste,Veracruz Sur,Coatzacoalcos,Coatzacoalcos B,Vale Amigo,06/06/2026,68.26%,604977,3356043,3961021,2703806,1257215,85,53,32,759,461,9,68.26%,3961021,2703806,1257215,85,53,32,759,461,9,68.26%,1257215.09,32
Sureste,Veracruz Sur,Coatzacoalcos,Coatzacoalcos C,Vale Amigo,06/06/2026,79.14%,622350,3446514,4068864,3220011,848853,86,65,21,753,539,14,79.14%,4068864,3220011,848853,86,65,21,753,539,14,79.14%,848853.1,21
Sureste,Veracruz Sur,Coatzacoalcos,Coatzacoalcos D,Vale Amigo,06/06/2026,59.13%,400879,1972827,2373706,1403596,970110,55,35,20,474,263,19,59.13%,2373706,1403596,970110,55,35,20,474,263,19,59.13%,970110.48,20
Sureste,Veracruz Sur,Coatzacoalcos,Coatzacoalcos E,Vale Amigo,06/06/2026,68.36%,606977,3069015,3675992,2513063,1162930,73,51,22,710,449,15,68.36%,3675992,2513063,1162930,73,51,22,710,449,15,68.36%,1162929.62,22
Sureste,Veracruz Sur,Coatzacoalcos,Coatzacoalcos F,Vale Amigo,06/06/2026,72.95%,160571,1232284,1392855,1016144,376711,51,36,15,341,200,19,72.95%,1392855,1016144,376711,51,36,15,341,200,19,72.95%,376710.78,15
Sureste,Veracruz Sur,Coatzacoalcos 2,Coatzacoalcos 2 A,Viva Vale,06/06/2026,71.70%,727133,4013496,4740629,3398946,1341683,106,77,29,974,638,11,71.70%,4740629,3398946,1341683,106,77,29,974,638,11,71.70%,1341683.07,29
Sureste,Veracruz Sur,Coatzacoalcos 2,Coatzacoalcos 2 B,Viva Vale,06/06/2026,72.79%,809022,4442563,5251585,3822375,1429210,130,96,34,1099,738,22,72.79%,5251585,3822375,1429210,130,96,34,1099,738,22,72.79%,1429209.62,34
Sureste,Veracruz Sur,Coatzacoalcos 2,Coatzacoalcos 2 C,Viva Vale,06/06/2026,67.59%,524136,3098409,3622546,2448384,1174162,114,71,43,829,492,20,67.59%,3622546,2448384,1174162,114,71,43,829,492,20,67.59%,1174162.02,43
Sureste,Veracruz Sur,Minatitlán,Minatitlan A,Vale Amigo,06/06/2026,56.86%,807568,4767267,5574834,3169893,2404941,133,80,53,1199,692,3,56.86%,5574834,3169893,2404941,133,80,53,1199,692,3,56.86%,2404941.31,53
Sureste,Veracruz Sur,Minatitlán,Minatitlan B,Vale Amigo,06/06/2026,59.37%,745051,4123450,4868501,2890490,1978011,117,70,47,1012,564,,59.37%,4868501,2890490,1978011,117,70,47,1012,564,,59.37%,1978010.93,47
Sureste,Veracruz Sur,Minatitlán,Minatitlan C,Vale Amigo,06/06/2026,65.88%,717198,3735991,4453190,2933858,1519332,108,74,34,931,573,22,65.88%,4453190,2933858,1519332,108,74,34,931,573,22,65.88%,1519331.55,34
Sureste,Veracruz Sur,Minatitlán,Minatitlan D,Vale Amigo,06/06/2026,62.39%,1203083,7728706,8931789,5572636,3359153,241,151,90,2100,1205,,62.39%,8931789,5572636,3359153,241,151,90,2100,1205,,62.39%,3359153.05,90
Sureste,Veracruz Sur,Minatitlán,Minatitlan E,Vale Amigo,06/06/2026,63.07%,706558,3567928,4274486,2696065,1578421,114,76,38,895,548,,63.07%,4274486,2696065,1578421,114,76,38,895,548,,63.07%,1578421.11,38
Sureste,Veracruz Sur,San Andres Tuxtla Digital,Ejecutivo San Andres Tuxtla A,Vale Amigo,06/06/2026,100.00%,0,33000,33000,33000,,2,2,,6,6,,100.00%,33000,33000,,2,2,,6,6,,100.00%,,
Baja Sonora Norte,Baja Norte,Ensenada,Ensenada A,Vale Amigo,22/06/2026,62.22%,937093,7127287,8064379,5017939,3046440,95,57,38,1466,728,86,0.57%,55663,80571,-24908,1,2,-1,-1,3,0,62.22%,3046440.15,38
Baja Sonora Norte,Baja Norte,Ensenada,Ensenada B,Vale Amigo,22/06/2026,53.33%,687258,4035865,4723122,2518882,2204240,103,54,49,935,393,26,2.70%,122965,189718,-66753,1,1,0,6,-3,26,53.33%,2204239.86,49
Baja Sonora Norte,Baja Norte,Ensenada,Ensenada C,Vale Amigo,22/06/2026,56.08%,1186848,6473143,7659991,4295404,3364587,179,78,101,1543,730,22,-1.59%,235136,13555,221581,1,1,0,22,-23,0,56.08%,3364586.97,101
Baja Sonora Norte,Baja Norte,Rosarito,Rosarito A,Vale Amigo,22/06/2026,78.58%,930449,4300220,5230670,4110430,1120240,104,62,42,922,630,,-0.45%,249067,173516,75551,-1,-2,1,6,-6,,78.58%,1120240.32,42
Baja Sonora Norte,Baja Norte,Rosarito,Rosarito B,Vale Amigo,22/06/2026,53.42%,860194,4553716,5413910,2891955,2521955,107,49,58,994,446,18,-5.62%,97139,-247076,344215,0,-4,4,9,-45,0,53.42%,2521954.68,58
Baja Sonora Norte,Baja Norte,San Quintin,Ejecutivo San Quintin A,Vale Amigo,22/06/2026,100.00%,84917,1079267,1164184,1164184,,24,24,,227,227,,0.00%,164279,164279,,3,3,,27,27,,100.00%,,
Baja Sonora Norte,Baja Norte,Tecate,Tecate A,Vale Amigo,22/06/2026,49.61%,702843,2824203,3527046,1749778,1777268,105,36,69,681,270,14,-0.02%,-11633,-6504,-5129,-1,-1,0,-4,-4,0,49.61%,1777268.24,69
Baja Sonora Norte,Baja Norte,Tecate,Tecate B,Vale Amigo,22/06/2026,41.05%,668763,2884107,3552870,1458578,2094292,102,36,66,702,249,5,-1.50%,32173,-39726,71899,2,1,1,7,-3,-1,41.05%,2094292.24,66
Baja Sonora Norte,Baja Norte,Tijuana,Tijuana A,Vale Amigo,22/06/2026,57.76%,871224,6147674,7018899,4054375,2964524,122,65,57,1383,667,55,2.64%,215727,304284,-88557,2,4,-2,32,37,11,57.76%,2964523.51,57
Baja Sonora Norte,Baja Norte,Tijuana,Tijuana B,Vale Amigo,22/06/2026,52.30%,821285,4961995,5783280,3024714,2758566,111,50,61,1177,542,4,-1.39%,129553,-10584,140137,0,0,0,16,0,0,52.30%,2758565.6,61
Baja Sonora Norte,Baja Norte,Tijuana,Tijuana C,Vale Amigo,22/06/2026,63.32%,1013383,5623622,6637005,4202845,2434160,152,60,92,1332,671,64,0.51%,229649,178376,51273,1,1,0,22,15,0,63.32%,2434159.79,92
Baja Sonora Norte,Baja Norte,Tijuana 2,Tijuana 2 A,Vale Amigo,22/06/2026,61.06%,1050565,7072386,8122951,4959805,3163146,121,53,68,1552,804,3,-0.29%,119233,49267,69966,1,-1,2,20,8,-5,61.06%,3163146.19,68
Baja Sonora Norte,Baja Norte,Tijuana 2,Tijuana 2 B,Vale Amigo,22/06/2026,40.84%,1072075,6093430,7165505,2926120,4239386,175,46,129,1585,490,2,-0.74%,126590,-691,127281,1,-1,2,17,-5,0,40.84%,4239385.57,129
Baja Sonora Norte,Mexicali,Mexicali,Mexicali A,Vale Amigo,22/06/2026,55.50%,1524816,7993178,9517995,5282640,4235355,226,101,125,2046,939,40,0.77%,243050,206331,36719,6,5,1,34,13,13,55.50%,4235355,125
Baja Sonora Norte,Mexicali,Puerto Peñasco,Puerto Peñasco A,Vale Amigo,22/06/2026,54.07%,961973,4608352,5570325,3011705,2558620,168,79,89,1297,541,18,-0.60%,-43786,-57597,13811,2,1,1,-16,1,-25,54.07%,2558619.92,89
Baja Sonora Norte,Mexicali,Puerto Peñasco,Puerto Peñasco B,Vale Amigo,22/06/2026,54.32%,847163,4877313,5724476,3109371,2615105,154,80,74,1304,589,11,-4.07%,25406,-218075,243481,0,-3,3,4,-34,-3,54.32%,2615104.7,74
Baja Sonora Norte,Mexicali,San Luis Rio Colorado,San Luis Rio Colorado A,Vale Amigo,22/06/2026,79.14%,962998,5845129,6808127,5387986,1420141,134,97,37,1230,895,12,-0.71%,147948,70058,77890,0,-4,4,6,-21,8,79.14%,1420141.33,37
Baja Sonora Norte,Mexicali,San Luis Rio Colorado,San Luis Rio Colorado B,Vale Amigo,22/06/2026,69.22%,925272,4778950,5704222,3948228,1755994,141,98,43,1130,677,39,-0.90%,64285,-6165,70450,3,0,3,13,0,-5,69.22%,1755994.3,43
Baja Sonora Norte,Mexicali,San Luis Rio Colorado,San Luis Rio Colorado C,Vale Amigo,22/06/2026,60.47%,701849,4634182,5336031,3226896,2109135,119,67,52,1090,578,,-0.66%,224746,102358,122388,2,-3,5,40,14,,60.47%,2109135.16,52
Bajio,Digital Tecuala,Rosa Morada Digital,Ejecutivo Rosa Morada A,Vale Amigo,22/06/2026,96.93%,23985,313306,337291,326952,10339,14,13,1,91,89,,0.54%,36290,36798,-508,0,0,0,0,0,,96.93%,10338.67,1
Bajio,Digital Tecuala,Ruiz Digital,Ejecutivo Ruiz A,Vale Amigo,22/06/2026,77.47%,13675,344584,358259,277553,80706,12,8,4,92,67,,2.72%,8133,15821,-7688,0,0,0,4,4,,77.47%,80705.55,4
Bajio,Digital Tecuala,Tecuala Digital,Ejecutivo Tecuala A,Vale Amigo,22/06/2026,64.84%,403875,1861992,2265867,1469284,796583,83,46,37,421,235,,-3.61%,-32422,-103942,71521,-1,-3,2,7,-2,,64.84%,796583.24,37
Bajio,Digital Tecuala,Tuxpan Nayarit Digital,Ejecutivo Tuxpan Nayarit A,Vale Amigo,22/06/2026,93.40%,28416,380271,408687,381701,26986,15,14,1,110,97,,1.91%,23577,29391,-5814,1,1,0,10,10,,93.40%,26985.89,1
Bajio,Durango,Durango,Durango A,Vale Amigo,22/06/2026,76.24%,752849,4476183,5229032,3986407,1242625,130,95,35,1106,740,10,-3.37%,98527,-97543,196070,-1,-4,3,4,-48,0,76.24%,1242624.98,35
Bajio,Durango,Durango,Durango B,Vale Amigo,22/06/2026,69.26%,640957,3567177,4208134,2914501,1293633,102,70,32,881,562,10,-0.60%,-8019,-30798,22779,0,-3,3,-2,-15,0,69.26%,1293632.75,32
Bajio,Durango,Durango,Durango C,Vale Amigo,22/06/2026,68.95%,839665,6045448,6885113,4747352,2137761,158,106,52,1562,960,61,0.78%,60404,94911,-34507,1,0,1,31,21,12,68.95%,2137760.76,52
Bajio,Durango,Durango,Durango D,Vale Amigo,22/06/2026,44.37%,663484,4015048,4678531,2075783,2602749,101,45,56,1047,332,59,-2.98%,41598,-119538,161136,-1,-4,3,12,-17,-1,44.37%,2602748.6,56
Bajio,Durango,Durango,Durango E,Vale Amigo,22/06/2026,47.10%,877197,4561142,5438338,2561417,2876921,137,60,77,1324,513,8,1.10%,78381,96129,-17747,0,1,-1,7,9,0,47.10%,2876921.28,77
Bajio,Durango,Durango,Durango F,Vale Amigo,22/06/2026,57.78%,440698,2533407,2974105,1718508,1255597,75,38,37,745,351,15,0.62%,111722,82288,29434,2,1,1,21,14,-1,57.78%,1255597.41,37
Bajio,Durango,El Salto,El Salto A,Vale Amigo,22/06/2026,65.65%,761131,4584330,5345461,3509187,1836273,148,98,50,1198,726,32,-0.88%,-17503,-58428,40925,1,-2,3,-5,-37,25,65.65%,1836273.44,50
Bajio,Durango,El Salto,El Salto B,Vale Amigo,22/06/2026,49.49%,966577,4391989,5358566,2652056,2706510,166,74,92,1294,576,4,0.17%,149340,82768,66572,0,-3,3,-6,-10,-8,49.49%,2706510.01,92
Bajio,Morelia,Celaya,Celaya A,Vale Amigo,22/06/2026,58.03%,851013,5131345,5982358,3471568,2510790,127,71,56,1317,623,46,-1.20%,143934,13212,130722,0,-4,4,26,-7,-1,58.03%,2510789.76,56
Bajio,Morelia,Celaya,Celaya B,Vale Amigo,22/06/2026,67.43%,909196,5550774,6459971,4356166,2103804,124,79,45,1314,766,40,-0.12%,-25279,-24870,-408,1,1,0,-2,-2,0,67.43%,2103804.36,45
Bajio,Morelia,Celaya,Celaya C,Vale Amigo,22/06/2026,53.81%,743767,4553177,5296944,2850114,2446830,119,71,48,1216,595,7,-0.03%,75676,38939,36736,1,0,1,6,-1,0,53.81%,2446829.51,48
Bajio,Morelia,Celaya,Celaya D,Vale Amigo,22/06/2026,48.62%,647953,3828166,4476119,2176486,2299633,135,65,70,1036,404,18,-3.48%,68275,-120184,188458,0,-3,3,-1,-24,-13,48.62%,2299633.31,70
Bajio,Morelia,Celaya,Celaya E,Viva Vale,22/06/2026,69.94%,495197,2967349,3462546,2421677,1040869,79,53,26,727,372,98,2.37%,113670,158873,-45203,1,1,0,0,10,-12,69.94%,1040869.3,26
Bajio,Morelia,Ejecutivo Patzcuaro,Ejecutivo Patzcuaro A,Vale Amigo,22/06/2026,100.00%,0,39426,39426,39426,,1,1,,5,5,,0.00%,3426,3426,,0,0,,1,1,,100.00%,,
Bajio,Morelia,Irapuato,Irapuato A,Vale Amigo,22/06/2026,58.66%,673092,3931119,4604212,2700995,1903217,98,52,46,978,441,27,-3.51%,77029,-113680,190709,4,3,1,-2,-17,-8,58.66%,1903217.04,46
Bajio,Morelia,Irapuato,Irapuato B,Vale Amigo,22/06/2026,30.97%,444527,2960805,3405332,1054579,2350753,70,20,50,795,161,45,-7.08%,-42040,-256991,214951,-1,0,-1,-10,-75,22,30.97%,2350753.28,50
Bajio,Morelia,Morelia,Morelia A,Vale Amigo,22/06/2026,57.34%,1215368,7883169,9098537,5217261,3881275,175,107,68,1839,938,36,-3.35%,74140,-259759,333899,1,-4,5,15,-33,-12,57.34%,3881275.45,68
Bajio,Morelia,Morelia,Morelia B,Vale Amigo,22/06/2026,67.01%,1013899,6113029,7126928,4775410,2351519,153,99,54,1439,853,58,0.24%,-223930,-132702,-91229,0,3,-3,-73,40,-104,67.01%,2351518.51,54
Bajio,Morelia,Morelia,Morelia C,Vale Amigo,22/06/2026,59.81%,806218,5564804,6371022,3810302,2560721,134,67,67,1377,671,56,-0.71%,115149,24140,91009,0,0,0,21,-9,-1,59.81%,2560720.65,67
Bajio,Morelia,Morelia,Morelia D,Viva Vale,22/06/2026,67.57%,609631,4001382,4611014,3115850,1495164,101,70,31,964,556,91,-2.40%,155087,-1945,157032,2,-3,5,27,0,-12,67.57%,1495163.66,31
Bajio,Morelia,Morelia,Morelia E,Viva Vale,22/06/2026,64.42%,451500,3397343,3848842,2479492,1369350,83,47,36,845,527,3,-5.52%,114344,-132569,246913,1,-5,6,24,-5,-19,64.42%,1369350.28,36
Bajio,Morelia,Uruapan,Uruapan A,Vale Amigo,22/06/2026,63.88%,659393,3304706,3964099,2532123,1431976,86,55,31,761,425,16,-6.77%,-16514,-279908,263393,-1,-5,4,-3,-59,0,63.88%,1431976.4,31
Bajio,Morelia,Uruapan,Uruapan B,Vale Amigo,22/06/2026,72.33%,783686,4319371,5103057,3690912,1412144,102,73,29,942,592,15,-3.86%,47107,-161129,208236,1,-2,3,-1,-13,-14,72.33%,1412144.48,29
Bajio,Morelia,Uruapan,Uruapan C,Vale Amigo,22/06/2026,76.09%,554241,2934388,3488629,2654621,834008,96,65,31,704,459,31,1.26%,9591,50972,-41381,-1,-2,1,-9,-19,19,76.09%,834007.81,31
Bajio,Morelia,Uruapan,Uruapan D,Vale Amigo,22/06/2026,56.20%,501984,2407949,2909933,1635387,1274546,74,28,46,628,283,,2.75%,162828,167112,-4284,1,1,0,14,24,-6,56.20%,1274545.52,46
Bajio,Morelia,Uruapan,Uruapan E,Viva Vale,22/06/2026,62.40%,289007,1845443,2134450,1331902,802548,35,25,10,425,267,,-0.18%,-23993,-18799,-5194,2,2,0,0,2,,62.40%,802548.41,10
Bajio,Santiago Papasquiaro Digital,Santiago Papasquiaro Digital,Ejecutivo Santiago Papasquiaro A,Vale Amigo,22/06/2026,93.84%,123197,1762032,1885229,1769051,116178,63,57,6,458,423,,-0.55%,253300,228647,24653,7,6,1,63,58,,93.84%,116177.58,6
Bajio,Sinaloa Sur 2,Acaponeta,Acaponeta A,Vale Amigo,22/06/2026,81.81%,922195,4672905,5595100,4577090,1018010,134,104,30,980,718,16,-0.24%,-73596,-73596,0,-1,-1,0,-9,-8,-1,81.81%,1018009.72,30
Bajio,Sinaloa Sur 2,Acaponeta,Acaponeta B,Vale Amigo,22/06/2026,76.18%,424664,1825134,2249799,1713974,535825,76,54,22,447,319,,0.39%,19815,23748,-3933,1,1,0,18,18,,76.18%,535824.61,22
Bajio,Sinaloa Sur 2,Escuinapa,Escuinapa A,Vale Amigo,22/06/2026,68.43%,703464,3838881,4542346,3108506,1433840,125,76,49,846,500,,-0.16%,-26305,-25177,-1128,0,0,0,2,2,,68.43%,1433839.58,49
Bajio,Sinaloa Sur 2,Escuinapa,Escuinapa B,Vale Amigo,22/06/2026,64.52%,639191,2683079,3322270,2143519,1178750,119,69,50,617,332,18,2.01%,92808,124839,-32031,1,1,0,12,12,5,64.52%,1178750.45,50
Bajio,Sinaloa Sur 2,Escuinapa,Escuinapa C,Vale Amigo,22/06/2026,73.70%,511558,2839255,3350813,2469679,881135,91,60,31,610,393,8,-2.48%,20260,-67597,87857,-1,-4,3,1,-9,-2,73.70%,881134.59,31
Bajio,Sinaloa Sur 2,Escuinapa,Escuinapa D,Viva Vale,22/06/2026,87.00%,267767,1764663,2032430,1768308,264122,64,54,10,430,331,26,1.30%,2,26459,-26457,1,2,-1,2,9,0,87.00%,264122.3,10
Bajio,Sinaloa Sur 2,Escuinapa,Escuinapa E,Viva Vale,22/06/2026,74.73%,389043,2046171,2435214,1819757,615457,67,53,14,481,350,1,-0.79%,-54673,-60587,5915,1,0,1,2,-1,0,74.73%,615456.66,14
Bajio,Sinaloa Sur 2,Santiago Ixcuintla,Santiago Ixcuintla A,Vale Amigo,22/06/2026,76.65%,749657,3774299,4523956,3467687,1056269,138,91,47,1044,693,11,-2.22%,-84836,-167281,82445,0,-4,4,-17,-32,-9,76.65%,1056269.04,47
Bajio,Sinaloa Sur 2,Santiago Ixcuintla,Santiago Ixcuintla B,Vale Amigo,22/06/2026,62.59%,786791,3568908,4355698,2726166,1629532,149,78,71,1077,521,49,-9.19%,-45726,-432938,387211,-1,-7,6,0,-83,-1,62.59%,1629531.99,71
Bajio,Sinaloa Sur 2,Santiago Ixcuintla,Santiago Ixcuintla C,Vale Amigo,22/06/2026,97.94%,24166,235015,259181,253834,5347,28,27,1,96,94,,0.34%,27931,28137,-206,2,2,0,10,10,,97.94%,5347.1,1
Bajio,Tepic,Compostela,Compostela A,Vale Amigo,22/06/2026,90.85%,566406,2635710,3202117,2909228,292889,103,86,17,583,471,26,-0.38%,-44918,-53245,8327,2,1,1,-2,-5,0,90.85%,292888.63,17
Bajio,Tepic,Ixtlan del Rio,Ixtlan del Rio A,Vale Amigo,22/06/2026,,,,,,,,,,,,,,,,,,,,,,,,,
Bajio,Tepic,Mezcales,Mezcales A,Vale Amigo,22/06/2026,66.16%,623611,3838650,4462262,2952067,1510195,98,56,42,852,448,32,-0.14%,-26216,-23700,-2517,0,1,-1,8,8,0,66.16%,1510195.01,42
Bajio,Tepic,Mezcales,Mezcales B,Vale Amigo,22/06/2026,54.06%,702014,4149846,4851860,2622979,2228881,107,44,63,992,431,,-0.80%,61777,-4707,66485,-2,-4,2,-6,-6,-15,54.06%,2228880.91,63
Bajio,Tepic,Mezcales,Mezcales C,Vale Amigo,22/06/2026,54.11%,584436,2936216,3520652,1904902,1615750,124,56,68,831,356,8,-0.45%,27753,-736,28489,1,-2,3,0,-13,-4,54.11%,1615750.19,68
Bajio,Tepic,Tepic,Tepic A,Vale Amigo,22/06/2026,69.08%,814266,2994511,3808777,2631203,1177574,120,67,53,718,405,15,0.82%,98070,98070,0,-1,-1,0,12,13,-1,69.08%,1177573.62,53
Bajio,Tepic,Tepic,Tepic B,Vale Amigo,22/06/2026,79.12%,582993,2898371,3481364,2754312,727052,90,69,21,639,419,48,1.76%,23286,79149,-55862,0,1,-1,7,15,0,79.12%,727051.96,21
