Date,Marca,Subdirección,Zona,Sucursal,Total dispersado,Monto Financiero,Monto PP,Canjes,Prestamos Personales,Canje Promedio,PP Promedio
22/06/2026,Viva Vale,Chihuahua,Chihuahua Sur,Camargo,15500,15500,,3,,5166.67,
24/06/2026,Viva Vale,Sureste,Veracruz Norte,Tuxpan,15500,15500,,3,,5166.67,
26/06/2026,Viva Vale,Sureste,Tabasco Norte,Paraiso,15500,5500,10000,2,1,2750,10000
04/07/2026,Viva Vale,Sureste,Veracruz Sur,Acayucan,15500,15500,,3,,5166.67,
06/07/2026,Viva Vale,Sureste,Veracruz Centro,Orizaba,15500,15500,,3,,5166.67,
21/06/2026,Vale Amigo,Pacifico,Digital Baja Sur,Loreto Digital,15316,15316,,2,,7658,
02/06/2026,Vale Amigo,Digital Suroeste,Digital Chiapas,Tonala Digital,15000,15000,,3,,5000,
04/06/2026,Viva Vale,Bajio,Morelia,Uruapan,15000,,15000,,1,,15000
05/06/2026,Vale Amigo,Bajio,Digital Tecuala,Tuxpan Nayarit Digital,15000,8000,7000,1,1,8000,7000
05/06/2026,Viva Vale,Pacifico,Mazatlan,La Cruz,15000,,15000,,1,,15000
06/06/2026,Viva Vale,Pacifico,Sinaloa Sur 1,Navolato,15000,15000,,3,,5000,
06/06/2026,Viva Vale,Sureste,Veracruz Sur,Minatitlán,15000,15000,,3,,5000,
07/06/2026,Vale Amigo,Bajio,Tepic,Mezcales,15000,,15000,,1,,15000
07/06/2026,Vale Amigo,Noreste,Tampico,Tampico Madero,15000,,15000,,1,,15000
08/06/2026,Vale Amigo,Pacifico,Digital Sonora Norte 2,Santa Ana Digital,15000,15000,,3,,5000,
09/06/2026,Vale Amigo,Bajio,Digital Tecuala,Rosa Morada Digital,15000,15000,,3,,5000,
09/06/2026,Vale Amigo,Digital Suroeste,Digital Oaxaca Costa,Salina Cruz Digital,15000,15000,,3,,5000,
10/06/2026,Vale Amigo,Noreste,Digital San Luis,Cd Victoria Digital,15000,15000,,3,,5000,
10/06/2026,Vale Amigo,Sureste,Digital Veracruz Norte,Veracruz Digital,15000,15000,,3,,5000,
11/06/2026,Vale Amigo,Bajio,Digital Tecuala,Tuxpan Nayarit Digital,15000,5000,10000,1,1,5000,10000
13/06/2026,Vale Amigo,Bajio,Tepic,Compostela,15000,15000,,3,,5000,
21/06/2026,Vale Amigo,Bajio,Tepic,Vallarta,15000,15000,,2,,7500,
21/06/2026,Vale Amigo,Sureste,Digital Veracruz Norte,Veracruz Digital,15000,,15000,,1,,15000
22/06/2026,Viva Vale,Noreste,San Luis,Ciudad Valles,15000,15000,,3,,5000,
22/06/2026,Viva Vale,Sureste,Veracruz Centro,Cordoba,15000,15000,,3,,5000,
23/06/2026,Vale Amigo,Baja Sonora Norte,Baja Norte,Tecate,15000,15000,,3,,5000,
24/06/2026,Vale Amigo,Bajio,Morelia,Ejecutivo Patzcuaro,15000,,15000,,1,,15000
24/06/2026,Vale Amigo,Bajio,Morelia,Irapuato,15000,15000,,4,,3750,
24/06/2026,Vale Amigo,Digital Suroeste,Digital Chiapas,Tonala Digital,15000,15000,,3,,5000,
26/06/2026,Viva Vale,Chihuahua,Chihuahua Norte,Casas Grandes,15000,,15000,,1,,15000
27/06/2026,Viva Vale,Pacifico,Sinaloa Sur 1,Navolato,15000,15000,,3,,5000,
01/07/2026,Vale Amigo,Digital Suroeste,Digital Chiapas,Villa Flores Digital,15000,15000,,4,,3750,
05/07/2026,Vale Amigo,Noreste,Coahuila,Parras,15000,15000,,3,,5000,
05/07/2026,Vale Amigo,Pacifico,Digital Sonora Norte 2,Cananea Digital,15000,,15000,,1,,15000
05/07/2026,Vale Amigo,Pacifico,La Paz 1,La Paz,15000,15000,,2,,7500,
04/06/2026,Vale Amigo,Digital Suroeste,Digital Chiapas,Comitan Digital,14500,14500,,3,,4833.33,
15/06/2026,Vale Amigo,Digital Suroeste,Digital Oaxaca Costa,Puerto Escondido Digital,14500,14500,,3,,4833.33,
21/06/2026,Vale Amigo,Noreste,Coahuila,Parras,14500,14500,,3,,4833.33,
21/06/2026,Vale Amigo,Sureste,Digital Veracruz Norte,Martínez de la Torre Digital,14500,14500,,3,,4833.33,
03/07/2026,Vale Amigo,Bajio,Digital Tecuala,Tuxpan Nayarit Digital,14500,14500,,4,,3625,
20/06/2026,Vale Amigo,Digital Suroeste,Digital Chiapas,Comitan Digital,14174,14174,,2,,7087,
01/06/2026,Vale Amigo,Bajio,Digital Tecuala,Tuxpan Nayarit Digital,14000,14000,,2,,7000,
01/06/2026,Vale Amigo,Sureste,Veracruz Sur,San Andres Tuxtla Digital,14000,14000,,2,,7000,
03/06/2026,Viva Vale,Chihuahua,Chihuahua Sur,Jimenez,14000,14000,,2,,7000,
04/06/2026,Vale Amigo,Baja Sonora Norte,Mexicali,Mexicali,14000,14000,,2,,7000,
04/06/2026,Vale Amigo,Sureste,Digital Veracruz Norte,Papantla Digital,14000,14000,,2,,7000,
04/06/2026,Viva Vale,Chihuahua,Chihuahua Centro,Chihuahua Centro,14000,14000,,2,,7000,
05/06/2026,Vale Amigo,Noreste,Reynosa Digital,Reynosa Digital,14000,14000,,2,,7000,
06/06/2026,Vale Amigo,Digital Suroeste,Digital Oaxaca Costa,Salina Cruz Digital,14000,6000,8000,1,1,6000,8000
06/06/2026,Viva Vale,Sureste,Veracruz Norte,Tuxpan,14000,14000,,3,,4666.67,
07/06/2026,Vale Amigo,Bajio,Morelia,Celaya,14000,14000,,2,,7000,
08/06/2026,Vale Amigo,Digital Suroeste,Digital Oaxaca Costa,Pinotepa Nacional Digital,14000,14000,,2,,7000,
08/06/2026,Vale Amigo,Digital Suroeste,Digital Oaxaca Costa,Salina Cruz Digital,14000,14000,,3,,4666.67,
09/06/2026,Vale Amigo,Bajio,Santiago Papasquiaro Digital,Santiago Papasquiaro Digital,14000,14000,,2,,7000,
09/06/2026,Viva Vale,Bajio,Tepic,Tepic,14000,14000,,2,,7000,
10/06/2026,Vale Amigo,Baja Sonora Norte,Mexicali,Puerto Peñasco,14000,6000,8000,1,1,6000,8000
10/06/2026,Vale Amigo,Noreste,Digital San Luis,San Luis Potosi Digital,14000,14000,,3,,4666.67,
11/06/2026,Vale Amigo,Pacifico,Digital Baja Sur,Loreto Digital,14000,8000,6000,1,1,8000,6000
12/06/2026,Vale Amigo,Bajio,Tepic,Compostela,14000,14000,,2,,7000,
13/06/2026,Viva Vale,Bajio,Morelia,Uruapan,14000,14000,,2,,7000,
14/06/2026,Vale Amigo,Baja Sonora Norte,Baja Norte,Ensenada,14000,14000,,2,,7000,
16/06/2026,Viva Vale,Bajio,Morelia,Uruapan,14000,14000,,2,,7000,
17/06/2026,Vale Amigo,Sureste,Digital Veracruz Norte,Veracruz Digital,14000,14000,,3,,4666.67,
18/06/2026,Vale Amigo,Digital Suroeste,Digital Oaxaca Costa,Pinotepa Nacional Digital,14000,14000,,2,,7000,
21/06/2026,Vale Amigo,Digital Suroeste,Digital Guerrero,Iguala Digital,14000,14000,,2,,7000,
22/06/2026,Vale Amigo,Pacifico,Digital Sonora Norte 2,Santa Ana Digital,14000,14000,,2,,7000,
22/06/2026,Viva Vale,Chihuahua,Chihuahua Norte,Cd. Juárez 2,14000,14000,,2,,7000,
22/06/2026,Viva Vale,Noreste,Saltillo/Nuevo Leon,Saltillo,14000,14000,,2,,7000,
22/06/2026,Viva Vale,Sureste,Veracruz Centro,Orizaba,14000,14000,,3,,4666.67,
23/06/2026,Vale Amigo,Bajio,Tepic,Compostela,14000,14000,,2,,7000,
25/06/2026,Vale Amigo,Digital Suroeste,Digital Oaxaca,Matias Romero Digital,14000,14000,,2,,7000,
25/06/2026,Vale Amigo,Pacifico,Digital Baja Sur,Santa Rosalia Digital,14000,14000,,3,,4666.67,
26/06/2026,Vale Amigo,Digital Suroeste,Digital Guerrero,Iguala Digital,14000,14000,,3,,4666.67,
26/06/2026,Viva Vale,Chihuahua,Chihuahua Sur,Delicias,14000,8000,6000,1,1,8000,6000
27/06/2026,Vale Amigo,Chihuahua,Chihuahua Sur,Jimenez,14000,14000,,2,,7000,
27/06/2026,Vale Amigo,Pacifico,La Paz 2,La Paz 4,14000,6000,8000,1,1,6000,8000
28/06/2026,Vale Amigo,Noreste,Coahuila Norte,Monclova,14000,14000,,2,,7000,
28/06/2026,Vale Amigo,Pacifico,Digital Baja Sur,Loreto Digital,14000,5000,9000,1,1,5000,9000
28/06/2026,Vale Amigo,Pacifico,Digital Baja Sur,Santa Rosalia Digital,14000,14000,,2,,7000,
28/06/2026,Viva Vale,Sureste,Tabasco Norte,Comalcalco,14000,6000,8000,1,1,6000,8000
29/06/2026,Viva Vale,Chihuahua,Chihuahua Sur,Jimenez,14000,14000,,3,,4666.67,
30/06/2026,Vale Amigo,Digital Suroeste,Digital Guerrero,Chilpancingo Digital,14000,14000,,3,,4666.67,
30/06/2026,Viva Vale,Bajio,Morelia,Uruapan,14000,14000,,3,,4666.67,
02/07/2026,Vale Amigo,Por Asignar,Por Asignar,Por Asignar,14000,14000,,2,,7000,
02/07/2026,Vale Amigo,Sureste,Veracruz Sur,San Andres Tuxtla Digital,14000,14000,,2,,7000,
03/07/2026,Viva Vale,Sureste,Tabasco Norte,Paraiso,14000,14000,,2,,7000,
04/07/2026,Viva Vale,Chihuahua,Chihuahua Sur,Meoqui,14000,14000,,2,,7000,
05/07/2026,Vale Amigo,Chihuahua,Chihuahua Norte,Cd. Juárez 2,14000,14000,,2,,7000,
05/07/2026,Vale Amigo,Pacifico,La Paz 1,La Paz 2,14000,14000,,3,,4666.67,
05/07/2026,Vale Amigo,Pacifico,Sonora Sur,Navojoa,14000,14000,,2,,7000,
05/07/2026,Vale Amigo,Sureste,Veracruz Sur,Acayucan,14000,14000,,2,,7000,
06/07/2026,Vale Amigo,Sureste,Veracruz Norte,Tuxpan,14000,14000,,2,,7000,
05/07/2026,Vale Amigo,Sureste,Tabasco Centro,Macuspana,13906,13906,,3,,4635.33,
28/06/2026,Vale Amigo,Digital Suroeste,Digital Oaxaca,Tehuantepec Digital,13734,13734,,2,,6867,
04/07/2026,Vale Amigo,Noreste,Coahuila,Parras,13534,13534,,2,,6767,
06/06/2026,Vale Amigo,Pacifico,Sonora Norte 1,Magdalena,13500,13500,,3,,4500,
11/06/2026,Viva Vale,Chihuahua,Chihuahua Sur,Camargo,13500,13500,,3,,4500,
13/06/2026,Viva Vale,Chihuahua,Chihuahua Sur,Delicias,13500,13500,,3,,4500,
17/06/2026,Viva Vale,Bajio,Morelia,Uruapan,13500,13500,,3,,4500,
22/06/2026,Vale Amigo,Digital Suroeste,Digital Oaxaca Costa,Salina Cruz Digital,13500,13500,,3,,4500,
03/07/2026,Vale Amigo,Digital Suroeste,Digital Oaxaca,Matias Romero Digital,13500,13500,,3,,4500,
05/07/2026,Vale Amigo,Noreste,Digital San Luis,San Luis Potosi Digital,13500,13500,,3,,4500,
23/06/2026,Vale Amigo,Baja Sonora Norte,Baja Norte,San Quintin,13296,13296,,2,,6648,
28/06/2026,Vale Amigo,Pacifico,La Paz 1,La Paz,13041,13041,,2,,6520.5,
01/06/2026,Vale Amigo,Digital Suroeste,Digital Chiapas,Tonala Digital,13000,13000,,2,,6500,
02/06/2026,Vale Amigo,Digital Suroeste,Digital Oaxaca Costa,Pinotepa Nacional Digital,13000,13000,,2,,6500,
04/06/2026,Vale Amigo,Digital Suroeste,Digital Chiapas,Tonala Digital,13000,13000,,2,,6500,
04/06/2026,Vale Amigo,Digital Suroeste,Digital Guerrero,Coyuca de Benitez Digital,13000,13000,,2,,6500,
04/06/2026,Vale Amigo,Pacifico,Digital Sonora Norte 2,Santa Ana Digital,13000,13000,,2,,6500,
05/06/2026,Vale Amigo,Digital Suroeste,Digital Guerrero,Chilpancingo Digital,13000,13000,,4,,3250,
06/06/2026,Vale Amigo,Digital Suroeste,Digital Oaxaca Costa,Puerto Escondido Digital,13000,13000,,2,,6500,
06/06/2026,Vale Amigo,Sureste,Digital Veracruz Norte,Martínez de la Torre Digital,13000,13000,,2,,6500,
07/06/2026,Vale Amigo,Pacifico,Digital Sonora Norte 2,Imuris Digital,13000,13000,,2,,6500,
08/06/2026,Vale Amigo,Baja Sonora Norte,Baja Norte,Tecate,13000,13000,,2,,6500,
08/06/2026,Vale Amigo,Digital Suroeste,Digital Chiapas,Tonala Digital,13000,13000,,2,,6500,
08/06/2026,Viva Vale,Noreste,San Luis,Ciudad Valles,13000,13000,,3,,4333.33,
10/06/2026,Vale Amigo,Digital Suroeste,Digital Oaxaca,Matias Romero Digital,13000,13000,,3,,4333.33,
10/06/2026,Viva Vale,Bajio,Morelia,Uruapan,13000,13000,,2,,6500,
10/06/2026,Viva Vale,Pacifico,Los Cabos,Cabo San Lucas,13000,13000,,2,,6500,
11/06/2026,Vale Amigo,Bajio,Santiago Papasquiaro Digital,Santiago Papasquiaro Digital,13000,13000,,2,,6500,
11/06/2026,Viva Vale,Chihuahua,Chihuahua Norte,Casas Grandes,13000,13000,,2,,6500,
11/06/2026,Viva Vale,Chihuahua,Chihuahua Sur,Delicias,13000,13000,,3,,4333.33,
11/06/2026,Viva Vale,Chihuahua,Chihuahua Sur,Jimenez,13000,13000,,2,,6500,
12/06/2026,Viva Vale,Bajio,Sinaloa Sur 2,Escuinapa,13000,13000,,3,,4333.33,
13/06/2026,Vale Amigo,Bajio,Digital Tecuala,Tecuala Digital,13000,13000,,2,,6500,
13/06/2026,Vale Amigo,Digital Suroeste,Digital Chiapas,Tonala Digital,13000,13000,,2,,6500,
13/06/2026,Vale Amigo,Digital Suroeste,Digital Oaxaca Costa,Huatulco Digital,13000,13000,,2,,6500,
14/06/2026,Vale Amigo,Chihuahua,Chihuahua Centro,Chihuahua Centro,13000,13000,,2,,6500,
17/06/2026,Vale Amigo,Bajio,Digital Tecuala,Rosa Morada Digital,13000,13000,,2,,6500,
18/06/2026,Vale Amigo,Noreste,Saltillo/Nuevo Leon,Cadereyta,13000,13000,,3,,4333.33,
19/06/2026,Viva Vale,Pacifico,Mazatlan,Mazatlán Centro,13000,13000,,3,,4333.33,
20/06/2026,Viva Vale,Pacifico,Sinaloa Sur 1,Navolato,13000,13000,,3,,4333.33,
21/06/2026,Vale Amigo,Noreste,Digital San Luis,Cd Victoria Digital,13000,13000,,4,,3250,
21/06/2026,Vale Amigo,Pacifico,Sinaloa Sur 1,Navolato,13000,13000,,2,,6500,
22/06/2026,Vale Amigo,Baja Sonora Norte,Baja Norte,San Quintin,13000,13000,,2,,6500,
22/06/2026,Vale Amigo,Sureste,Digital Veracruz Norte,Veracruz Digital,13000,13000,,2,,6500,
22/06/2026,Viva Vale,Bajio,Morelia,Celaya,13000,13000,,2,,6500,
23/06/2026,Vale Amigo,Noreste,Saltillo/Nuevo Leon,Cadereyta,13000,13000,,2,,6500,
23/06/2026,Vale Amigo,Pacifico,La Paz 2,La Paz 4,13000,13000,,2,,6500,
23/06/2026,Vale Amigo,Pacifico,Mazatlan,Rosario,13000,13000,,2,,6500,
24/06/2026,Vale Amigo,Bajio,Tepic,Compostela,13000,13000,,2,,6500,
26/06/2026,Viva Vale,Bajio,Morelia,Uruapan,13000,13000,,2,,6500,
26/06/2026,Viva Vale,Noreste,Coahuila Norte,Monclova,13000,13000,,2,,6500,
26/06/2026,Viva Vale,Noreste,Saltillo/Nuevo Leon,Saltillo,13000,5000,8000,2,1,2500,8000
28/06/2026,Vale Amigo,Chihuahua,Chihuahua Centro,Chihuahua Centro,13000,8000,5000,1,1,8000,5000
29/06/2026,Viva Vale,Pacifico,Sinaloa Centro,Culiacán Centro,13000,13000,,2,,6500,
29/06/2026,Viva Vale,Pacifico,Sinaloa Sur 1,Navolato,13000,13000,,3,,4333.33,
01/07/2026,Vale Amigo,Bajio,Digital Tecuala,Rosa Morada Digital,13000,13000,,2,,6500,
02/07/2026,Vale Amigo,Baja Sonora Norte,Baja Norte,San Quintin,13000,5000,8000,1,1,5000,8000
02/07/2026,Vale Amigo,Bajio,Digital Tecuala,Tuxpan Nayarit Digital,13000,13000,,3,,4333.33,
02/07/2026,Viva Vale,Bajio,Morelia,Uruapan,13000,13000,,2,,6500,
03/07/2026,Vale Amigo,Sureste,Digital Veracruz Norte,Huachinango Digital,13000,13000,,2,,6500,
05/07/2026,Vale Amigo,Baja Sonora Norte,Baja Norte,Rosarito,13000,13000,,3,,4333.33,
05/07/2026,Vale Amigo,Noreste,Digital San Luis,Cd Mante Digital,13000,13000,,2,,6500,
05/07/2026,Vale Amigo,Sureste,Tabasco Centro,Villahermosa,13000,13000,,2,,6500,
06/07/2026,Vale Amigo,Pacifico,La Paz 1,La Paz 2,13000,13000,,2,,6500,
06/07/2026,Vale Amigo,Sureste,Veracruz Centro,Orizaba,13000,13000,,3,,4333.33,
28/06/2026,Vale Amigo,Bajio,Zacatecas,Fresnillo,12886,12886,,2,,6443,
05/07/2026,Vale Amigo,Pacifico,Obregon,Obregón Perisur,12724,12724,,2,,6362,
27/06/2026,Vale Amigo,Bajio,Digital Tecuala,Tecuala Digital,12515,12515,,2,,6257.5,
07/06/2026,Vale Amigo,Sureste,Digital Veracruz Norte,Martínez de la Torre Digital,12500,12500,,2,,6250,
14/06/2026,Vale Amigo,Sureste,Veracruz Centro,Cordoba,12500,12500,,3,,4166.67,
21/06/2026,Vale Amigo,Noreste,Saltillo/Nuevo Leon,Cadereyta,12500,12500,,3,,4166.67,
25/06/2026,Viva Vale,Pacifico,Sinaloa Sur 1,Navolato,12500,12500,,2,,6250,
29/06/2026,Vale Amigo,Pacifico,Digital Baja Sur,Loreto Digital,12500,12500,,3,,4166.67,
01/07/2026,Vale Amigo,Digital Suroeste,Digital Oaxaca Costa,Pinotepa Nacional Digital,12500,12500,,2,,6250,
03/07/2026,Vale Amigo,Digital Suroeste,Digital Chiapas,Villa Flores Digital,12500,12500,,3,,4166.67,
05/07/2026,Vale Amigo,Noreste,Coahuila Norte,Monclova,12500,12500,,2,,6250,
02/06/2026,Vale Amigo,Sureste,Digital Veracruz Norte,Papantla Digital,12000,12000,,2,,6000,
03/06/2026,Viva Vale,Chihuahua,Chihuahua Centro,Chihuahua Centro,12000,12000,,2,,6000,
04/06/2026,Viva Vale,Chihuahua,Chihuahua Centro,Parral,12000,12000,,3,,4000,
04/06/2026,Viva Vale,Chihuahua,Chihuahua Norte,Casas Grandes,12000,12000,,2,,6000,
05/06/2026,Vale Amigo,Bajio,Morelia,Irapuato,12000,12000,,2,,6000,
05/06/2026,Viva Vale,Chihuahua,Chihuahua Centro,Parral,12000,12000,,2,,6000,
05/06/2026,Viva Vale,Sureste,Tabasco Centro,Macuspana,12000,12000,,2,,6000,
06/06/2026,Vale Amigo,Sureste,Veracruz Norte,Tuxpan,12000,12000,,2,,6000,
07/06/2026,Vale Amigo,Noreste,Tampico,Tampico Centro,12000,12000,,1,,12000,
08/06/2026,Vale Amigo,Pacifico,La Paz 2,La Paz 4,12000,12000,,2,,6000,
08/06/2026,Viva Vale,Chihuahua,Chihuahua Norte,Casas Grandes,12000,12000,,1,,12000,
10/06/2026,Vale Amigo,Pacifico,Digital Sonora Norte 2,Santa Ana Digital,12000,12000,,2,,6000,
11/06/2026,Vale Amigo,Baja Sonora Norte,Baja Norte,San Quintin,12000,12000,,2,,6000,
12/06/2026,Vale Amigo,Digital Suroeste,Digital Guerrero,Iguala Digital,12000,12000,,3,,4000,
14/06/2026,Vale Amigo,Pacifico,Sonora Centro,Empalme,12000,12000,,2,,6000,
14/06/2026,Vale Amigo,Pacifico,Sonora Norte 1,Caborca,12000,12000,,1,,12000,
14/06/2026,Vale Amigo,Pacifico,Sonora Norte 1,Magdalena,12000,12000,,1,,12000,
14/06/2026,Vale Amigo,Pacifico,Sonora Sur,Huatabampo,12000,12000,,1,,12000,
15/06/2026,Vale Amigo,Bajio,Tepic,Compostela,12000,12000,,1,,12000,
15/06/2026,Viva Vale,Chihuahua,Chihuahua Sur,Camargo,12000,12000,,2,,6000,
16/06/2026,Vale Amigo,Bajio,Digital Tecuala,Tuxpan Nayarit Digital,12000,12000,,2,,6000,
18/06/2026,Viva Vale,Sureste,Veracruz Norte,Tuxpan,12000,12000,,3,,4000,
19/06/2026,Vale Amigo,Digital Suroeste,Digital Guerrero,Chilpancingo Digital,12000,12000,,2,,6000,
20/06/2026,Viva Vale,Sureste,Tabasco Norte,Paraiso,12000,12000,,1,,12000,
21/06/2026,Vale Amigo,Chihuahua,Chihuahua Centro,Chihuahua Centro,12000,12000,,2,,6000,
21/06/2026,Vale Amigo,Chihuahua,Chihuahua Norte,Casas Grandes,12000,12000,,1,,12000,
21/06/2026,Vale Amigo,Pacifico,Los Cabos,San Jose Del Cabo,12000,12000,,2,,6000,
21/06/2026,Vale Amigo,Pacifico,Obregon,Obregón Perisur,12000,12000,,2,,6000,
22/06/2026,Vale Amigo,Digital Suroeste,Digital Guerrero,Iguala Digital,12000,12000,,2,,6000,
22/06/2026,Vale Amigo,Pacifico,Digital Baja Sur,Santa Rosalia Digital,12000,4000,8000,1,1,4000,8000
22/06/2026,Vale Amigo,Pacifico,Mazatlan,Rosario,12000,12000,,2,,6000,
24/06/2026,Vale Amigo,Digital Suroeste,Digital Chiapas,Comitan Digital,12000,6000,6000,1,1,6000,6000
24/06/2026,Viva Vale,Chihuahua,Chihuahua Sur,Meoqui,12000,12000,,2,,6000,
24/06/2026,Viva Vale,Pacifico,Sinaloa Sur 1,El Dorado,12000,12000,,2,,6000,
25/06/2026,Viva Vale,Noreste,San Luis,Matehuala,12000,12000,,3,,4000,
26/06/2026,Vale Amigo,Digital Suroeste,Digital Guerrero,Coyuca de Benitez Digital,12000,12000,,2,,6000,
26/06/2026,Viva Vale,Bajio,Tepic,Tepic,12000,12000,,3,,4000,
27/06/2026,Vale Amigo,Noreste,Digital San Luis,Cd Victoria Digital,12000,12000,,3,,4000,
27/06/2026,Viva Vale,Chihuahua,Chihuahua Sur,Meoqui,12000,12000,,2,,6000,
27/06/2026,Viva Vale,Noreste,Saltillo/Nuevo Leon,Saltillo,12000,,12000,,1,,12000
28/06/2026,Viva Vale,Pacifico,Los Cabos,San Jose Del Cabo,12000,12000,,1,,12000,
28/06/2026,Viva Vale,Sureste,Veracruz Sur,Coatzacoalcos 2,12000,12000,,2,,6000,
01/07/2026,Vale Amigo,Digital Suroeste,Digital Guerrero,Acapulco Digital,12000,12000,,2,,6000,
01/07/2026,Viva Vale,Chihuahua,Chihuahua Sur,Camargo,12000,12000,,1,,12000,
04/07/2026,Vale Amigo,Digital Suroeste,Digital Guerrero,Acapulco Digital,12000,12000,,2,,6000,
04/07/2026,Viva Vale,Bajio,Sinaloa Sur 2,Escuinapa,12000,12000,,2,,6000,
05/07/2026,Vale Amigo,Baja Sonora Norte,Baja Norte,Ensenada,12000,12000,,2,,6000,
05/07/2026,Vale Amigo,Pacifico,Los Cabos,San Jose Del Cabo,12000,12000,,1,,12000,
05/07/2026,Viva Vale,Pacifico,Los Cabos,Cabo San Lucas,12000,12000,,1,,12000,
06/07/2026,Vale Amigo,Baja Sonora Norte,Baja Norte,Tijuana 2,12000,12000,,1,,12000,
06/07/2026,Vale Amigo,Chihuahua,Chihuahua Sur,Camargo,12000,12000,,1,,12000,
06/07/2026,Vale Amigo,Noreste,Coahuila,San Pedro,12000,12000,,2,,6000,
06/07/2026,Viva Vale,Sureste,Tabasco Norte,Paraiso,12000,12000,,1,,12000,
04/07/2026,Vale Amigo,Baja Sonora Norte,Baja Norte,San Quintin,11734,11734,,2,,5867,
28/06/2026,Vale Amigo,Pacifico,Sonora Centro,Hermosillo,11516,11516,,2,,5758,
08/06/2026,Vale Amigo,Pacifico,Digital Baja Sur,Santa Rosalia Digital,11500,11500,,2,,5750,
13/06/2026,Vale Amigo,Pacifico,Digital Baja Sur,Loreto Digital,11500,11500,,2,,5750,
13/06/2026,Vale Amigo,Sureste,Veracruz Sur,Acayucan,11500,11500,,2,,5750,
14/06/2026,Vale Amigo,Sureste,Tabasco Centro,Villahermosa 2,11500,11500,,2,,5750,
15/06/2026,Vale Amigo,Digital Suroeste,Digital Chiapas,Villa Flores Digital,11500,11500,,2,,5750,
27/06/2026,Viva Vale,Pacifico,Sinaloa Centro,Culiacán Centro,11500,11500,,4,,2875,
28/06/2026,Vale Amigo,Digital Suroeste,Digital Oaxaca,Juchitan Digital,11500,11500,,3,,3833.33,
28/06/2026,Vale Amigo,Sureste,Digital Veracruz Norte,Martínez de la Torre Digital,11500,11500,,3,,3833.33,
30/06/2026,Vale Amigo,Sureste,Digital Veracruz Norte,Veracruz Digital,11500,11500,,2,,5750,
28/06/2026,Vale Amigo,Bajio,Digital Tecuala,Tuxpan Nayarit Digital,11384,11384,,2,,5692,
04/07/2026,Vale Amigo,Digital Suroeste,Digital Guerrero,Chilpancingo Digital,11296,11296,,2,,5648,
28/06/2026,Vale Amigo,Pacifico,Digital Sonora Norte 2,Santa Ana Digital,11112,11112,,2,,5556,
02/06/2026,Vale Amigo,Bajio,Digital Tecuala,Tuxpan Nayarit Digital,11000,11000,,2,,5500,
04/06/2026,Vale Amigo,Pacifico,Digital Baja Sur,Loreto Digital,11000,11000,,2,,5500,
06/06/2026,Vale Amigo,Baja Sonora Norte,Baja Norte,Tijuana 2,11000,11000,,2,,5500,
06/06/2026,Vale Amigo,Digital Suroeste,Digital Chiapas,Villa Flores Digital,11000,11000,,3,,3666.67,
06/06/2026,Vale Amigo,Digital Suroeste,Digital Oaxaca,Juchitan Digital,11000,11000,,2,,5500,
06/06/2026,Vale Amigo,Pacifico,Sinaloa Sur 1,Costa Rica,11000,11000,,2,,5500,
06/06/2026,Viva Vale,Pacifico,Sinaloa Sur 1,El Dorado,11000,11000,,2,,5500,
09/06/2026,Viva Vale,Bajio,Morelia,Celaya,11000,11000,,2,,5500,
10/06/2026,Vale Amigo,Digital Suroeste,Digital Oaxaca Costa,Salina Cruz Digital,11000,11000,,3,,3666.67,
10/06/2026,Vale Amigo,Pacifico,Digital Baja Sur,Santa Rosalia Digital,11000,11000,,2,,5500,
10/06/2026,Vale Amigo,Sureste,Tabasco Norte,Paraiso,11000,11000,,2,,5500,
10/06/2026,Viva Vale,Noreste,San Luis,Matehuala,11000,11000,,2,,5500,
14/06/2026,Vale Amigo,Bajio,Morelia,Morelia,11000,11000,,2,,5500,
14/06/2026,Vale Amigo,Bajio,Santiago Papasquiaro Digital,Santiago Papasquiaro Digital,11000,11000,,3,,3666.67,
14/06/2026,Vale Amigo,Pacifico,Digital Sonora Norte 2,Cananea Digital,11000,11000,,2,,5500,
14/06/2026,Vale Amigo,Sureste,Veracruz Sur,Minatitlán,11000,11000,,2,,5500,
17/06/2026,Vale Amigo,Noreste,Reynosa Digital,Reynosa Digital,11000,11000,,2,,5500,
20/06/2026,Vale Amigo,Digital Suroeste,Digital Oaxaca,Ixtepec Digital,11000,11000,,2,,5500,
22/06/2026,Vale Amigo,Chihuahua,Chihuahua Sur,Jimenez,11000,11000,,2,,5500,
22/06/2026,Viva Vale,Sureste,Tabasco Centro,Macuspana,11000,11000,,2,,5500,
23/06/2026,Vale Amigo,Sureste,Veracruz Sur,San Andres Tuxtla Digital,11000,11000,,2,,5500,
24/06/2026,Vale Amigo,Sureste,Digital Veracruz Norte,Papantla Digital,11000,11000,,2,,5500,
25/06/2026,Vale Amigo,Digital Suroeste,Digital Oaxaca Costa,Huatulco Digital,11000,11000,,2,,5500,
27/06/2026,Vale Amigo,Digital Suroeste,Digital Chiapas,Tonala Digital,11000,11000,,2,,5500,
30/06/2026,Viva Vale,Pacifico,Los Cabos,Cabo San Lucas,11000,11000,,2,,5500,
02/07/2026,Vale Amigo,Bajio,Digital Tecuala,Rosa Morada Digital,11000,11000,,2,,5500,
